Date,SPY,EEM,VEU,BIL,IAU,TLT,QQQ,VGK
2011-01-24,129.1,46.84,48.59,91.7,26.1,91.56,56.45,50.93
2011-01-25,129.17,46.56,48.43,91.72,26.06,92.43,56.53,50.82
2011-01-26,129.67,46.97,48.73,91.7,26.28,91.03,56.83,51.14
2011-01-27,129.99,46.81,48.83,91.72,25.64,91.44,57.18,51.47
2011-01-28,127.72,45.33,47.66,91.7,26.08,91.92,55.73,50.15
2011-01-31,128.68,45.81,48.11,91.7,26.02,91.22,56.0,50.9
2011-02-01,130.74,46.92,49.19,91.7,26.18,90.45,57.05,52.04
2011-02-02,130.49,46.57,49.13,91.7,26.14,90.47,56.96,51.77
2011-02-03,130.78,46.51,49.13,91.7,26.46,89.72,57.06,51.58
2011-02-04,131.15,46.5,49.09,91.72,26.38,88.81,57.38,51.48
2011-02-07,131.97,46.56,49.19,91.7,26.4,89.27,57.65,51.76
2011-02-08,132.57,46.58,49.35,91.7,26.68,88.45,58.03,52.16
2011-02-09,132.27,45.51,48.95,91.72,26.68,89.22,57.93,52.22
2011-02-10,132.32,45.08,48.62,91.7,26.64,88.19,58.02,51.62
2011-02-11,133.11,45.63,48.8,91.7,26.52,89.46,58.44,51.84
2011-02-14,133.43,45.4,48.85,91.7,26.64,89.52,58.58,51.64
2011-02-15,133.01,45.49,48.78,91.72,26.82,89.92,58.5,51.58
2011-02-16,133.85,45.87,49.28,91.72,26.86,89.63,58.88,52.27
2011-02-17,134.25,46.03,49.54,91.72,27.06,89.77,58.86,52.47
2011-02-18,134.53,46.31,49.73,91.7,27.12,89.49,58.73,52.68
2011-02-22,131.83,44.83,48.31,91.7,27.32,90.83,57.03,51.1
2011-02-23,131.02,44.87,48.35,91.72,27.56,91.16,56.56,51.21
2011-02-24,130.93,44.98,48.36,91.72,27.36,91.74,56.86,51.3
2011-02-25,132.33,45.52,49.02,91.72,27.54,92.28,57.65,51.92
2011-02-28,133.15,45.79,49.43,91.7,27.58,92.4,57.77,52.49
2011-03-01,130.93,45.32,48.83,91.7,28.06,92.37,56.84,51.49
2011-03-02,131.21,45.94,49.2,91.72,28.04,90.95,57.14,52.02
2011-03-03,133.47,46.85,49.81,91.7,27.68,90.06,58.27,52.73
2011-03-04,132.47,46.9,49.57,91.72,27.92,90.81,57.97,52.1
2011-03-07,131.43,46.24,49.05,91.7,28.0,90.23,57.19,51.75
2011-03-08,132.58,46.86,49.3,91.7,27.92,89.68,57.42,51.88
2011-03-09,132.39,46.95,49.26,91.7,27.94,90.55,57.03,51.87
2011-03-10,129.94,45.56,48.01,91.7,27.62,92.07,56.14,50.57
2011-03-11,130.84,46.03,48.19,91.72,27.7,91.55,56.49,50.91
2011-03-14,130.05,46.3,47.63,91.72,27.84,91.51,56.29,50.63
2011-03-15,128.56,45.53,46.67,91.74,27.32,92.88,55.49,49.32
2011-03-16,126.18,44.6,45.42,91.74,27.3,93.93,54.15,47.76
2011-03-17,127.85,45.15,46.59,91.74,27.44,93.21,54.65,49.51
2011-03-18,127.76,45.23,47.17,91.74,27.72,93.46,54.45,50.12
2011-03-21,129.74,46.1,48.26,91.74,27.9,92.91,55.5,51.36
2011-03-22,129.29,46.24,48.17,91.7,27.88,93.22,55.4,50.97
2011-03-23,129.66,46.85,48.38,91.72,28.12,93.1,55.71,51.04
2011-03-24,130.9,47.39,48.96,91.7,27.88,92.4,56.7,51.86
2011-03-25,131.3,47.34,48.55,91.7,27.9,92.17,56.84,51.32
2011-03-28,130.98,47.1,48.43,91.72,27.74,92.3,56.53,51.32
2011-03-29,131.86,47.64,48.79,91.7,27.72,91.59,57.08,51.63
2011-03-30,132.77,48.25,49.35,91.72,27.78,92.32,57.35,52.16
2011-03-31,132.59,48.67,49.32,91.7,28.04,92.13,57.43,51.95
2011-04-01,133.15,49.45,49.88,91.7,27.9,92.19,57.46,52.61
2011-04-04,133.26,49.87,50.06,91.7,28.0,92.29,57.27,52.83
2011-04-05,133.24,49.77,49.93,91.7,28.46,91.92,57.12,52.91
2011-04-06,133.66,50.04,50.29,91.7,28.54,90.54,57.26,53.62
2011-04-07,133.32,49.99,50.05,91.72,28.54,90.36,57.22,53.35
2011-04-08,132.86,50.04,50.4,91.7,28.78,89.88,56.95,53.81
2011-04-11,132.46,49.45,50.12,91.7,28.6,89.96,56.76,53.68
2011-04-12,131.47,48.52,49.63,91.72,28.4,90.93,56.37,53.03
2011-04-13,131.46,48.92,49.75,91.72,28.46,91.5,56.85,53.27
2011-04-14,131.56,49.07,49.91,91.7,28.82,91.43,56.75,53.49
2011-04-15,132.04,49.13,49.88,91.72,29.06,92.67,56.65,53.18
2011-04-18,130.56,47.9,48.87,91.7,29.24,92.88,56.25,51.85
2011-04-19,131.31,48.59,49.4,91.7,29.26,93.28,56.6,52.5
2011-04-20,133.1,49.74,50.58,91.7,29.34,92.68,57.88,54.02
2011-04-21,133.78,50.18,50.86,91.7,29.4,92.6,58.34,54.34
2011-04-25,133.64,49.77,50.75,91.7,29.44,92.95,58.49,54.48
2011-04-26,134.79,50.2,51.16,91.7,29.34,93.85,58.82,54.97
2011-04-27,135.67,50.11,51.61,91.7,29.9,92.89,59.22,55.96
2011-04-28,136.11,49.7,51.75,91.7,30.02,93.6,59.13,56.09
2011-04-29,136.43,50.0,52.01,91.7,30.54,93.89,59.08,56.27
2011-05-02,136.22,50.01,51.89,91.7,30.12,93.64,58.97,56.19
2011-05-03,135.73,48.9,51.31,91.7,30.02,94.17,58.69,55.73
2011-05-04,134.83,48.09,50.72,91.74,29.62,94.59,58.6,55.26
2011-05-05,133.61,47.63,49.82,91.74,28.76,95.49,58.28,53.85
2011-05-06,134.2,48.25,50.04,91.74,29.14,95.07,58.47,53.6
2011-05-09,134.72,48.34,50.25,91.74,29.56,94.97,58.69,54.02
2011-05-10,135.87,48.91,50.7,91.74,29.64,94.29,59.19,54.66
2011-05-11,134.44,47.83,49.75,91.74,29.38,94.83,58.76,53.69
2011-05-12,135.08,47.97,49.91,91.74,29.38,94.23,59.11,53.96
2011-05-13,134.04,46.92,49.13,91.72,29.18,95.08,58.41,52.98
2011-05-16,133.19,46.85,49.03,91.72,29.14,95.61,57.4,52.96
2011-05-17,133.17,47.0,49.15,91.72,29.0,96.59,57.56,53.04
2011-05-18,134.36,47.76,49.58,91.7,29.18,95.31,58.04,53.45
2011-05-19,134.68,47.45,49.76,91.74,29.2,95.27,58.21,54.02
2011-05-20,133.61,47.07,49.11,91.72,29.58,95.32,57.77,53.08
2011-05-23,132.06,46.09,48.1,91.72,29.64,95.78,56.92,51.81
2011-05-24,131.95,46.55,48.4,91.72,29.8,96.14,56.57,52.08
2011-05-25,132.39,46.65,48.67,91.72,29.8,95.69,56.79,52.55
2011-05-26,133.0,47.25,49.1,91.72,29.72,96.51,57.14,53.0
2011-05-27,133.51,47.75,49.47,91.72,30.02,96.47,57.43,53.51
2011-05-31,134.9,48.53,50.36,91.72,29.98,96.69,58.36,54.67
2011-06-01,131.87,47.66,49.3,91.7,30.04,97.64,57.09,53.25
2011-06-02,131.73,48.11,49.52,91.7,29.98,95.78,57.21,53.61
2011-06-03,130.42,47.87,49.53,91.7,30.1,96.33,56.35,53.77
2011-06-06,129.04,47.1,48.86,91.7,30.16,95.6,55.89,52.92
2011-06-07,128.96,47.47,49.27,91.72,30.14,96.04,55.79,53.44
2011-06-08,128.42,47.13,48.69,91.72,30.02,96.79,55.39,52.51
2011-06-09,129.4,47.5,49.18,91.7,30.16,96.4,55.49,53.2
2011-06-10,127.6,46.47,48.08,91.72,29.92,97.14,54.64,51.63
2011-06-13,127.7,46.39,48.11,91.7,29.6,96.65,54.64,51.88
2011-06-14,129.32,47.09,48.95,91.72,29.8,95.19,55.34,52.73
2011-06-15,127.02,46.08,47.56,91.72,29.9,96.92,54.29,50.72
2011-06-16,127.3,45.73,47.24,91.72,29.84,97.36,54.08,50.57
2011-06-17,127.05,45.79,47.62,91.72,30.06,96.9,53.79,51.39
2011-06-20,127.7,45.72,47.54,91.72,30.08,97.02,54.07,51.21
2011-06-21,129.45,46.56,48.56,91.7,30.2,96.59,55.23,52.46
2011-06-22,128.67,45.64,48.09,91.72,30.28,96.65,54.83,51.74
2011-06-23,128.3,45.58,47.74,91.72,29.74,97.39,55.34,51.07
2011-06-24,126.81,45.5,47.36,91.7,29.32,96.98,54.38,50.3
2011-06-27,127.94,46.03,47.75,91.7,29.22,95.65,55.25,51.01
2011-06-28,129.61,46.66,48.43,91.7,29.32,94.88,56.07,51.65
2011-06-29,130.72,47.09,49.12,91.72,29.52,94.25,56.3,52.65
2011-06-30,131.97,47.6,49.81,91.72,29.28,94.1,57.05,53.53
2011-07-01,133.92,48.16,50.33,91.7,29.04,93.63,57.91,54.07
2011-07-05,133.81,48.14,50.06,91.7,29.6,93.84,58.2,53.68
2011-07-06,133.97,47.82,49.81,91.72,29.86,94.32,58.39,53.12
2011-07-07,135.36,48.48,50.29,91.7,29.92,94.04,59.19,53.63
2011-07-08,134.4,47.93,49.69,91.7,30.14,95.37,59.03,52.74
2011-07-11,131.97,46.59,48.27,91.68,30.38,96.8,57.96,50.8
2011-07-12,131.4,46.12,47.98,91.7,30.64,97.13,57.52,50.31
2011-07-13,131.84,46.87,48.7,91.72,30.9,97.4,57.76,51.12
2011-07-14,130.93,46.37,48.28,91.72,31.0,96.01,57.09,50.67
2011-07-15,131.69,46.66,48.54,91.72,31.12,96.17,57.85,50.79
2011-07-18,130.61,46.12,47.86,91.72,31.38,95.24,57.54,49.77
2011-07-19,132.73,46.79,48.56,91.72,31.0,97.22,58.85,50.62
2011-07-20,132.65,46.93,48.99,91.7,31.26,96.07,58.6,51.31
2011-07-21,134.49,47.68,49.9,91.7,31.06,95.33,58.99,52.68
2011-07-22,134.58,47.65,50.0,91.72,31.3,96.05,59.6,52.68
2011-07-25,133.83,47.55,49.63,91.72,31.54,95.0,59.48,52.33
2011-07-26,133.33,47.71,49.94,91.72,31.64,95.65,59.63,52.76
2011-07-27,130.6,46.87,48.76,91.72,31.5,95.66,58.09,51.2
2011-07-28,130.22,46.91,48.67,91.72,31.54,96.02,58.19,51.04
2011-07-29,129.33,47.11,48.63,91.72,31.74,97.92,58.0,51.07
2011-08-01,128.78,47.07,48.28,91.72,31.62,98.58,57.73,50.18
2011-08-02,125.49,45.62,46.97,91.72,32.38,101.54,56.27,48.62
2011-08-03,126.17,45.46,47.11,91.72,32.38,101.74,56.81,49.07
2011-08-04,120.26,42.86,44.02,91.72,32.22,105.36,54.17,45.35
2011-08-05,120.08,42.58,44.47,91.72,32.44,102.32,53.83,46.7
2011-08-08,112.26,39.03,41.04,91.72,33.48,105.55,50.59,42.45
2011-08-09,117.48,41.32,43.55,91.72,33.8,105.87,53.03,46.01
2011-08-10,112.29,39.13,41.24,91.72,35.0,109.02,50.86,42.55
2011-08-11,117.33,41.29,43.16,91.72,34.24,103.52,53.1,44.91
2011-08-12,118.12,41.27,43.67,91.72,34.08,105.57,53.57,45.72
2011-08-15,120.62,42.23,44.64,91.72,34.46,104.5,54.36,46.84
2011-08-16,119.59,41.87,44.04,91.72,34.88,106.23,53.9,45.94
2011-08-17,119.67,42.17,44.37,91.72,34.98,108.09,53.58,46.2
2011-08-18,114.51,40.18,42.24,91.68,35.64,110.31,50.95,43.73
2011-08-19,112.64,39.68,41.59,91.72,36.08,111.2,50.03,42.88
2011-08-22,112.73,39.64,41.93,91.68,37.0,110.92,50.21,43.51
2011-08-23,116.44,41.03,43.24,91.72,35.62,109.39,52.28,45.0
2011-08-24,118.08,40.63,43.2,91.72,34.42,106.28,52.69,45.19
2011-08-25,116.28,39.84,42.29,91.68,34.56,107.43,51.83,43.82
2011-08-26,117.97,40.52,42.86,91.72,35.6,108.49,53.13,44.38
2011-08-29,121.36,41.83,43.97,91.72,34.88,106.99,54.61,45.74
2011-08-30,121.68,41.89,43.82,91.72,35.92,108.71,54.97,45.36
2011-08-31,122.22,42.75,44.51,91.72,35.64,107.03,55.06,46.33
2011-09-01,120.94,42.52,44.17,91.72,35.66,108.97,54.56,45.67
2011-09-02,117.85,41.56,43.08,91.72,36.74,112.51,53.28,44.55
2011-09-06,116.99,41.13,42.09,91.7,36.68,113.68,53.29,42.59
2011-09-07,120.29,42.35,43.24,91.68,35.5,111.51,54.64,43.95
2011-09-08,119.04,41.41,42.47,91.68,36.46,112.51,54.39,42.99
2011-09-09,115.92,40.01,40.96,91.7,36.24,113.71,53.18,41.23
2011-09-12,116.67,39.93,40.77,91.7,35.42,113.83,53.86,41.02
2011-09-13,117.74,39.99,41.08,91.68,35.8,112.21,54.58,41.32
2011-09-14,119.37,39.88,41.42,91.68,35.54,113.16,55.36,42.31
2011-09-15,121.43,40.46,42.27,91.68,34.96,111.43,56.18,43.4
2011-09-16,121.52,40.53,42.2,91.68,35.26,112.24,56.59,43.17
2011-09-19,120.31,39.33,41.1,91.7,34.72,114.38,56.61,41.8
2011-09-20,120.17,39.04,41.09,91.7,35.24,114.86,56.36,42.24
2011-09-21,116.63,37.59,39.84,91.7,34.8,118.66,55.38,40.79
2011-09-22,112.86,34.95,38.08,91.68,33.94,123.12,53.58,39.25
2011-09-23,113.54,35.88,38.46,91.7,32.04,120.83,54.15,40.35
2011-09-26,116.24,36.42,39.27,91.7,31.58,118.89,54.78,41.07
2011-09-27,117.54,37.58,40.25,91.68,32.22,117.07,55.35,42.17
2011-09-28,115.14,36.45,39.41,91.7,31.3,117.03,54.53,41.26
2011-09-29,116.05,36.95,40.11,91.7,31.62,117.84,53.88,42.35
2011-09-30,113.15,35.1,38.72,91.7,31.66,120.8,52.49,40.66
2011-10-03,109.93,34.36,37.69,91.7,32.26,123.81,51.14,39.43
2011-10-04,112.34,34.89,38.21,91.7,31.62,122.24,52.19,40.22
2011-10-05,114.42,35.7,38.92,91.7,31.98,121.36,53.53,41.1
2011-10-06,116.49,36.88,39.98,91.68,32.18,119.12,54.43,42.4
2011-10-07,115.71,36.44,39.66,91.7,31.94,118.24,54.07,41.86
2011-10-10,119.58,38.07,41.31,91.68,32.74,116.57,55.94,43.84
2011-10-11,119.7,38.09,41.11,91.7,32.5,116.18,56.32,43.74
2011-10-12,120.75,39.16,41.95,91.68,32.72,114.49,56.6,44.79
2011-10-13,120.51,38.81,41.84,91.7,32.56,115.63,57.12,44.56
2011-10-14,122.57,39.59,42.53,91.68,32.78,113.95,58.18,45.33
2011-10-17,120.23,38.25,41.48,91.68,32.6,115.92,57.28,43.76
2011-10-18,122.58,39.27,42.13,91.7,32.48,115.2,57.99,44.69
2011-10-19,121.13,38.52,41.32,91.7,32.04,115.16,56.87,43.68
2011-10-20,121.66,37.78,41.25,91.7,31.64,114.34,56.59,43.89
2011-10-21,123.97,38.86,42.29,91.68,31.98,113.13,57.3,45.36
2011-10-24,125.49,40.38,43.09,91.68,32.28,113.32,58.49,45.99
2011-10-25,123.05,39.58,42.45,91.7,33.22,116.2,57.34,45.22
2011-10-26,124.3,40.31,43.13,91.7,33.56,114.17,57.27,46.05
2011-10-27,128.63,42.76,45.46,91.68,33.98,110.3,58.85,48.72
2011-10-28,128.6,42.4,45.09,91.68,34.02,111.46,58.94,48.09
2011-10-31,125.5,40.81,43.17,91.66,33.54,115.88,57.95,45.71
2011-11-01,122.0,39.82,41.8,91.7,33.54,119.45,56.44,43.81
2011-11-02,123.99,41.04,42.42,91.68,33.9,117.96,56.92,44.54
2011-11-03,126.25,41.46,43.42,91.66,34.42,116.34,58.1,46.0
2011-11-04,125.48,41.19,42.95,91.68,34.28,116.48,57.8,45.08
2011-11-07,126.26,41.54,43.21,91.7,35.08,117.22,58.21,45.21
2011-11-08,127.88,42.03,43.62,91.7,34.82,115.72,58.88,46.11
2011-11-09,123.16,39.57,41.4,91.68,34.52,118.12,56.81,43.01
2011-11-10,124.32,39.83,41.81,91.7,34.34,116.36,56.78,43.82
2011-11-11,126.66,40.79,42.77,91.68,34.88,115.65,57.85,45.1
2011-11-14,125.46,40.23,42.09,91.7,34.72,117.51,57.49,43.87
2011-11-15,126.08,40.48,42.06,91.68,34.78,117.35,58.13,43.87
2011-11-16,124.08,39.39,41.26,91.7,34.38,118.42,57.17,42.95
2011-11-17,122.11,38.39,40.69,91.7,33.5,119.37,55.83,42.44
2011-11-18,121.98,38.54,40.71,91.7,33.64,119.34,55.4,42.64
2011-11-21,119.66,37.3,39.63,91.7,32.82,120.05,54.34,41.45
2011-11-22,119.19,37.43,39.55,91.68,33.16,121.39,54.52,41.16
2011-11-23,116.56,36.22,38.44,91.7,33.08,122.58,53.29,39.9
2011-11-25,116.34,36.1,38.31,91.7,32.78,120.8,52.88,39.7
2011-11-28,119.71,37.83,39.9,91.7,33.42,120.74,54.72,41.83
2011-11-29,120.05,37.66,40.0,91.66,33.46,119.75,54.38,42.12
2011-11-30,124.99,40.01,42.06,91.68,34.12,117.88,56.39,44.4
2011-12-01,124.97,39.89,41.69,91.66,34.04,117.0,56.78,43.92
2011-12-02,124.86,39.77,41.75,91.68,34.06,118.64,56.62,43.88
2011-12-05,126.22,40.42,42.34,91.68,33.56,118.4,57.24,44.39
2011-12-06,126.26,39.87,42.06,91.7,33.74,117.27,57.08,44.41
2011-12-07,126.73,40.03,42.23,91.68,33.96,117.69,57.08,44.67
2011-12-08,123.95,38.59,40.94,91.68,33.3,119.16,56.12,42.98
2011-12-09,126.05,39.37,41.87,91.66,33.36,116.71,57.02,44.22
2011-12-12,124.21,37.89,40.69,91.66,32.5,118.01,56.38,42.48
2011-12-13,123.05,37.54,40.11,91.66,31.8,119.11,55.76,41.86
2011-12-14,121.74,37.0,39.62,91.68,30.64,121.36,54.89,41.26
2011-12-15,122.18,37.24,39.73,91.66,30.56,120.91,54.74,41.68
2011-12-16,121.59,37.52,39.76,91.68,31.14,122.32,54.86,41.3
2011-12-19,120.29,36.55,39.25,91.68,31.08,123.87,54.32,41.13
2011-12-20,123.93,37.72,40.56,91.68,31.5,120.78,55.93,42.83
2011-12-21,124.17,37.84,39.12,91.68,31.5,119.1,55.13,40.66
2011-12-22,125.27,38.34,39.57,91.68,31.28,119.6,55.6,41.15
2011-12-23,126.39,38.49,39.8,91.68,31.34,118.27,56.08,41.51
2011-12-27,126.49,38.12,39.51,91.66,31.06,118.45,56.24,41.24
2011-12-28,124.83,37.48,38.89,91.66,30.3,120.64,55.59,40.48
2011-12-29,126.12,37.91,39.46,91.66,30.14,120.86,55.99,41.3
2011-12-30,125.5,37.94,39.65,91.66,30.46,121.25,55.83,41.43
2012-01-03,127.5,39.1,40.69,91.64,31.28,119.43,56.9,42.81
2012-01-04,127.7,38.88,40.58,91.64,31.44,118.01,57.14,42.29
2012-01-05,128.04,38.71,40.12,91.64,31.62,117.8,57.61,41.52
2012-01-06,127.71,38.22,39.61,91.64,31.52,118.73,57.81,40.95
2012-01-09,128.02,38.62,39.78,91.66,31.4,118.52,57.62,41.26
2012-01-10,129.13,39.46,40.4,91.66,31.84,118.32,58.04,41.89
2012-01-11,129.2,39.49,40.31,91.64,32.02,119.86,58.16,41.55
2012-01-12,129.51,39.65,40.5,91.64,32.16,119.69,58.39,41.96
2012-01-13,128.84,39.29,40.09,91.64,31.94,120.88,58.18,41.13
2012-01-17,129.34,40.04,40.6,91.64,32.18,121.44,58.71,41.9
2012-01-18,130.77,41.05,41.41,91.64,32.4,119.97,59.49,42.8
2012-01-19,131.46,41.41,41.96,91.64,32.32,118.32,59.86,43.42
2012-01-20,131.95,41.38,42.01,91.64,32.48,116.98,59.77,43.47
2012-01-23,131.61,41.78,42.32,91.64,32.74,116.24,59.79,43.78
2012-01-24,131.46,41.84,41.95,91.64,32.48,116.45,59.68,43.51
2012-01-25,132.56,42.31,42.45,91.64,33.4,116.17,60.43,43.94
2012-01-26,131.88,42.14,42.52,91.64,33.54,117.71,60.22,44.07
2012-01-27,131.82,42.36,42.6,91.64,33.9,118.08,60.4,44.11
2012-01-30,131.37,41.75,42.13,91.66,33.72,119.47,60.45,43.41
2012-01-31,131.32,42.11,42.37,91.64,33.96,120.85,60.53,43.69
2012-02-01,132.47,43.04,43.04,91.64,34.02,119.18,61.02,44.6
2012-02-02,132.68,43.16,43.16,91.64,34.3,119.13,61.21,44.67
2012-02-03,134.54,43.88,43.85,91.64,33.64,116.57,62.05,45.55
2012-02-06,134.45,43.51,43.67,91.66,33.54,117.73,62.0,45.2
2012-02-07,134.79,43.6,43.93,91.64,34.04,116.27,62.13,45.62
2012-02-08,135.19,43.91,44.11,91.66,33.8,116.36,62.46,45.78
2012-02-09,135.36,43.89,44.17,91.64,33.7,115.49,62.91,45.81
2012-02-10,134.36,42.92,43.37,91.66,33.54,116.99,62.47,44.87
2012-02-13,135.36,43.62,43.83,91.64,33.62,117.14,63.05,45.44
2012-02-14,135.19,43.26,43.56,91.66,33.52,117.76,63.21,44.96
2012-02-15,134.56,43.38,43.65,91.64,33.74,117.55,62.77,44.81
2012-02-16,136.05,43.85,44.21,91.66,33.7,116.61,63.63,45.6
2012-02-17,136.41,43.93,44.37,91.64,33.6,116.58,63.43,45.84
2012-02-21,136.47,43.75,44.42,91.64,34.32,115.29,63.61,45.83
2012-02-22,136.03,43.83,44.32,91.64,34.68,116.74,63.32,45.66
2012-02-23,136.63,43.75,44.55,91.64,34.7,116.74,63.74,46.12
2012-02-24,136.93,44.19,44.85,91.66,34.56,117.5,63.96,46.52
2012-02-27,137.16,43.75,44.55,91.64,34.46,118.54,64.05,46.13
2012-02-28,137.56,44.36,44.97,91.64,34.82,118.15,64.7,46.54
2012-02-29,137.02,44.33,44.62,91.66,32.96,117.43,64.41,46.06
2012-03-01,137.73,44.75,45.05,91.64,33.44,116.06,64.92,46.67
2012-03-02,137.31,44.64,44.73,91.64,33.36,117.15,64.87,46.07
2012-03-05,136.75,43.87,44.27,91.64,33.26,116.22,64.2,45.89
2012-03-06,134.75,42.4,42.91,91.64,32.62,117.63,63.57,44.01
2012-03-07,135.69,42.91,43.4,91.64,32.84,116.91,64.06,44.71
2012-03-08,137.04,43.81,44.37,91.66,33.14,115.74,64.75,45.92
2012-03-09,137.57,43.79,44.24,91.66,33.36,115.97,65.02,45.46
2012-03-12,137.58,43.31,44.09,91.66,33.1,115.95,65.05,45.63
2012-03-13,140.06,44.49,44.87,91.66,32.54,113.91,66.26,46.44
2012-03-14,139.91,43.79,44.43,91.64,32.0,111.04,66.49,46.03
2012-03-15,140.72,44.14,44.76,91.64,32.34,111.21,66.68,46.55
2012-03-16,140.3,44.09,44.95,91.64,32.38,111.43,66.52,47.03
2012-03-19,140.85,43.92,45.03,91.66,32.42,110.1,66.99,47.24
2012-03-20,140.44,43.16,44.51,91.66,32.12,110.54,67.11,46.66
2012-03-21,140.21,43.24,44.31,91.66,32.14,111.79,67.12,46.38
2012-03-22,139.2,42.58,43.91,91.66,32.02,112.15,66.98,45.85
2012-03-23,139.65,42.9,44.2,91.66,32.4,113.21,66.94,46.2
2012-03-26,141.61,43.65,44.84,91.66,32.98,112.63,68.11,47.03
2012-03-27,141.17,43.42,44.53,91.64,32.76,113.44,68.21,46.43
2012-03-28,140.47,42.69,44.17,91.66,32.4,113.28,67.94,45.94
2012-03-29,140.23,42.64,43.86,91.64,32.38,114.13,67.68,45.59
2012-03-30,140.81,42.95,44.22,91.64,32.54,112.2,67.55,46.09
2012-04-02,141.84,43.54,44.74,91.62,32.68,112.53,68.25,46.83
2012-04-03,141.26,43.29,44.15,91.64,32.1,110.58,68.23,45.81
2012-04-04,139.86,42.51,43.19,91.62,31.54,112.1,67.3,44.65
2012-04-05,139.79,42.74,43.18,91.64,31.76,112.91,67.72,44.21
2012-04-09,138.22,42.11,42.81,91.66,31.98,115.55,67.21,43.99
2012-04-10,135.9,41.29,42.0,91.66,32.34,116.86,66.13,42.83
2012-04-11,137.0,41.74,42.49,91.66,32.3,115.46,66.45,43.61
2012-04-12,138.79,42.81,43.32,91.64,32.64,114.98,67.21,44.52
2012-04-13,137.14,42.16,42.54,91.62,32.28,116.84,66.19,43.3
2012-04-16,137.05,41.95,42.66,91.64,32.2,116.67,65.45,43.79
2012-04-17,139.08,42.43,43.33,91.64,32.14,116.6,66.78,44.71
2012-04-18,138.61,42.23,43.13,91.64,31.94,116.94,66.61,44.28
2012-04-19,137.72,42.04,42.9,91.66,32.0,117.05,65.86,44.04
2012-04-20,137.95,42.33,43.19,91.64,32.02,117.07,65.68,44.6
2012-04-23,136.79,41.52,42.46,91.66,31.94,117.92,65.08,43.62
2012-04-24,137.31,41.61,42.73,91.66,31.96,117.09,64.73,44.02
2012-04-25,139.19,41.99,43.25,91.64,32.02,116.49,66.45,44.74
2012-04-26,140.16,42.25,43.52,91.66,32.3,117.19,66.84,44.96
2012-04-27,140.39,42.31,43.68,91.64,32.4,117.29,67.24,45.22
2012-04-30,139.87,42.22,43.42,91.66,32.46,117.32,66.76,44.94
2012-05-01,140.74,42.5,43.63,91.66,32.38,116.43,66.87,45.34
2012-05-02,140.32,42.42,43.33,91.66,32.24,117.25,67.06,44.78
2012-05-03,139.25,42.1,42.96,91.64,31.92,117.22,66.35,44.42
2012-05-04,137.0,41.36,42.3,91.64,32.0,118.14,64.7,43.64
2012-05-07,137.1,41.51,42.52,91.66,31.92,118.16,64.76,44.09
2012-05-08,136.55,40.85,41.85,91.66,31.3,118.79,64.52,43.37
2012-05-09,135.74,40.32,41.33,91.66,30.98,118.87,64.32,42.71
2012-05-10,136.02,40.49,41.54,91.66,31.04,118.52,64.19,42.99
2012-05-11,135.61,39.97,41.2,91.66,30.82,119.5,64.18,42.75
2012-05-14,134.11,39.06,40.41,91.66,30.36,121.17,63.58,41.81
2012-05-15,133.34,38.72,39.9,91.66,30.04,121.66,63.37,41.2
2012-05-16,132.83,38.17,39.51,91.66,29.98,122.01,62.94,40.91
2012-05-17,130.86,37.65,39.0,91.66,30.66,124.17,61.61,40.24
2012-05-18,129.74,37.29,38.74,91.66,31.02,124.2,60.81,40.09
2012-05-21,131.97,38.18,39.58,91.66,31.06,123.94,62.51,41.13
2012-05-22,132.2,37.78,39.35,91.62,30.52,122.56,62.44,40.89
2012-05-23,132.27,37.52,39.05,91.62,30.44,123.41,62.56,40.48
2012-05-24,132.53,37.33,38.88,91.66,30.38,122.94,62.15,40.24
2012-05-25,132.1,37.15,38.75,91.66,30.64,123.4,62.07,40.23
2012-05-29,133.7,38.2,39.3,91.66,30.3,123.02,62.86,40.6
2012-05-30,131.76,37.54,38.45,91.66,30.5,126.14,62.33,39.43
2012-05-31,131.47,37.7,38.47,91.66,30.42,127.6,62.06,39.56
2012-06-01,128.16,36.69,37.65,91.66,31.62,130.36,60.41,38.64
2012-06-04,128.1,36.85,37.82,91.66,31.56,129.33,60.87,39.01
2012-06-05,129.07,36.95,38.05,91.66,31.54,127.6,61.12,39.13
2012-06-06,131.97,38.03,39.17,91.64,31.56,125.05,62.52,40.48
2012-06-07,132.05,38.26,39.25,91.64,31.0,125.24,62.27,40.55
2012-06-08,133.1,37.93,39.11,91.64,31.08,125.21,62.87,40.64
2012-06-11,131.41,37.38,38.7,91.64,31.16,125.78,61.81,40.08
2012-06-12,132.92,38.16,39.32,91.66,31.4,124.63,62.56,40.92
2012-06-13,132.07,38.02,39.14,91.66,31.54,125.86,62.13,40.5
2012-06-14,133.47,38.29,39.31,91.66,31.66,125.7,62.36,40.91
2012-06-15,134.14,38.99,39.85,91.64,31.68,126.4,62.99,41.51
2012-06-18,134.4,39.07,39.82,91.66,31.7,127.08,63.58,41.12
2012-06-19,135.7,39.7,40.59,91.62,31.56,125.42,64.24,42.16
2012-06-20,135.48,39.57,40.68,91.62,31.3,126.04,64.29,42.37
2012-06-21,132.44,37.67,39.54,91.66,30.5,126.71,62.69,41.17
2012-06-22,133.46,37.79,39.84,91.64,30.64,125.02,63.35,41.59
