Date,SPY,EEM,VEU,BIL,IAU,TLT,QQQ,VGK
2007-05-30,153.48,42.2,56.33,91.6,12.958,86.54,47.19,76.35
2007-05-31,153.32,42.32,56.62,91.6,13.118,86.38,47.41,76.6
2007-06-01,154.08,43.377,57.17,91.62,13.312,85.59,47.44,77.02
2007-06-04,154.1,43.183,57.28,91.64,13.31,85.98,47.58,77.51
2007-06-05,153.49,43.033,56.94,91.64,13.278,85.44,47.58,76.76
2007-06-06,151.84,41.95,56.14,91.68,13.3,85.4,47.07,75.6
2007-06-07,149.1,41.303,55.15,91.66,13.07,83.87,46.34,73.8
2007-06-08,151.04,42.033,55.98,91.68,12.848,83.8,46.91,74.81
2007-06-11,151.3,42.393,56.06,91.72,12.962,83.56,46.82,74.94
2007-06-12,149.65,41.657,55.2,91.64,12.836,82.35,46.54,73.66
2007-06-13,151.89,42.49,55.96,91.72,12.924,83.33,47.05,74.84
2007-06-14,152.86,43.157,56.37,91.76,12.93,83.12,47.36,75.42
2007-06-15,153.07,44.14,57.17,91.84,12.986,83.69,47.76,76.6
2007-06-18,152.89,44.18,57.26,91.86,13.012,83.52,47.77,76.67
2007-06-19,153.27,44.23,57.22,91.86,13.106,84.3,47.76,77.0
2007-06-20,151.14,43.853,56.73,91.88,12.94,83.62,47.31,76.0
2007-06-21,151.98,44.4,57.29,91.88,12.908,83.22,47.74,76.43
2007-06-22,150.55,43.813,56.43,91.96,12.98,83.76,47.29,75.42
2007-06-25,149.83,43.48,56.24,91.92,12.906,84.22,47.09,75.37
2007-06-26,148.29,43.1,56.21,91.94,12.746,84.24,46.82,75.14
2007-06-27,150.4,43.713,56.61,91.92,12.76,84.32,47.54,75.6
2007-06-28,150.38,43.723,56.61,91.96,12.884,84.3,47.52,75.82
2007-06-29,150.43,43.877,57.0,92.0,12.882,85.17,47.6,76.33
2007-07-02,151.79,44.767,57.42,91.62,13.02,85.29,48.03,77.2
2007-07-03,152.34,45.123,58.06,91.62,12.96,84.77,48.31,77.75
2007-07-05,152.18,45.323,57.99,91.62,12.9,83.82,48.66,77.52
2007-07-06,152.98,46.1,58.39,91.66,13.016,83.48,48.86,78.01
2007-07-09,153.1,46.547,58.78,91.68,13.09,83.78,48.89,78.35
2007-07-10,150.92,45.63,57.97,91.7,13.142,85.2,48.48,77.15
2007-07-11,151.99,46.007,58.45,91.7,13.086,84.32,48.81,78.2
2007-07-12,154.39,47.017,59.54,91.72,13.2,84.03,49.56,79.51
2007-07-13,154.85,47.6,59.51,91.74,13.202,84.26,49.9,79.32
2007-07-16,154.83,47.133,59.3,91.76,13.182,85.07,49.85,78.85
2007-07-17,154.75,47.097,59.42,91.8,13.162,84.89,50.23,78.9
2007-07-18,154.47,46.52,58.99,91.78,13.34,85.21,50.17,78.5
2007-07-19,155.07,46.983,59.42,91.8,13.424,85.19,50.32,78.61
2007-07-20,153.5,46.66,58.79,91.84,13.53,85.96,50.05,77.96
2007-07-23,153.97,48.01,59.55,91.84,13.486,85.82,50.07,78.27
2007-07-24,151.3,46.367,58.58,91.84,13.504,86.14,49.33,76.72
2007-07-25,151.61,46.633,58.29,91.86,13.376,86.31,49.4,76.59
2007-07-26,148.02,44.257,56.33,91.88,13.134,87.03,48.98,74.19
2007-07-27,145.11,43.683,56.75,91.92,13.1,87.28,47.99,72.65
2007-07-30,147.38,45.113,56.62,91.84,13.154,87.03,48.55,73.7
2007-07-31,145.72,44.19,56.34,91.96,13.182,87.66,47.53,74.16
2007-08-01,146.43,44.017,56.37,91.56,13.194,87.13,47.9,74.71
2007-08-02,147.6,44.503,56.36,91.58,13.184,87.35,48.34,74.75
2007-08-03,143.8,42.583,55.0,91.54,13.366,87.93,47.42,73.36
2007-08-06,146.21,43.343,56.02,91.64,13.316,87.29,47.97,74.36
2007-08-07,147.77,43.667,56.09,91.66,13.31,87.22,48.31,74.64
2007-08-08,149.83,45.133,57.04,91.62,13.35,86.16,48.84,76.12
2007-08-09,145.39,43.267,55.05,91.7,13.102,86.28,47.71,73.21
2007-08-10,144.71,42.517,54.6,91.76,13.334,86.08,47.28,72.35
2007-08-13,145.23,42.937,54.5,91.78,13.254,86.33,47.6,72.43
2007-08-14,143.01,41.827,53.85,91.76,13.254,86.56,46.79,71.44
2007-08-15,141.04,40.183,52.51,91.78,13.228,86.25,45.9,69.7
2007-08-16,142.1,39.5,51.76,91.9,12.924,87.14,45.45,69.13
2007-08-17,144.71,40.75,53.08,91.96,13.028,86.79,46.31,70.61
2007-08-20,144.64,40.833,53.21,92.04,13.016,86.84,46.53,70.45
2007-08-21,144.93,40.683,52.9,92.02,13.034,87.26,47.02,70.3
2007-08-22,146.65,42.433,54.42,92.02,13.1,87.12,47.66,72.3
2007-08-23,146.52,42.65,54.62,91.96,13.052,87.42,47.53,72.18
2007-08-24,148.33,43.667,55.56,91.94,13.238,87.85,48.2,73.73
2007-08-27,146.95,43.867,55.24,91.82,13.222,88.31,47.88,73.29
2007-08-28,143.72,42.083,53.76,91.92,13.118,88.46,46.74,71.29
2007-08-29,146.54,43.75,55.32,91.98,13.23,88.22,48.08,73.32
2007-08-30,146.15,43.527,54.93,92.0,13.172,88.81,48.33,72.86
2007-08-31,147.59,44.65,56.23,91.98,13.328,88.88,48.87,74.36
2007-09-04,149.08,45.403,56.63,91.64,13.508,88.56,49.68,74.87
2007-09-05,147.79,44.717,55.62,91.66,13.524,89.27,49.18,73.86
2007-09-06,148.13,45.067,56.07,91.66,13.794,89.04,49.14,74.23
2007-09-07,146.07,44.05,55.18,91.72,13.886,90.3,48.23,73.13
2007-09-10,145.79,44.083,55.18,91.74,13.936,91.0,48.2,72.55
2007-09-11,147.49,44.973,56.06,91.64,14.106,90.93,48.93,74.3
2007-09-12,147.87,45.133,56.1,91.78,14.106,90.59,48.94,74.16
2007-09-13,148.91,45.633,56.46,91.76,14.03,89.78,49.18,74.74
2007-09-14,148.9,45.723,56.2,91.82,14.036,89.91,49.22,74.12
2007-09-17,148.1,45.433,55.59,91.86,14.214,90.34,48.81,73.12
2007-09-18,152.46,47.633,57.75,91.8,14.34,89.66,50.04,75.71
2007-09-19,153.36,47.85,57.93,91.84,14.316,88.83,50.17,76.15
2007-09-20,152.28,47.7,57.99,91.78,14.564,87.15,50.03,76.44
2007-09-21,151.97,48.333,58.36,91.82,14.492,87.89,50.36,77.0
2007-09-24,151.69,48.933,58.52,91.9,14.476,88.14,50.59,76.92
2007-09-25,151.39,48.75,58.57,91.92,14.492,87.83,51.07,77.0
2007-09-26,152.19,49.4,58.61,91.82,14.436,87.91,51.32,76.84
2007-09-27,153.09,50.133,59.65,91.84,14.546,88.52,51.58,77.76
2007-09-28,152.58,49.817,59.69,91.8,14.726,88.72,51.41,78.2
2007-10-01,154.3,51.383,60.72,91.58,14.808,88.88,52.0,78.98
2007-10-02,154.09,51.733,60.7,91.52,14.502,89.16,52.01,78.92
2007-10-03,153.78,50.167,60.25,91.54,14.422,88.9,51.65,78.0
2007-10-04,154.02,50.667,60.38,91.64,14.62,89.24,51.77,78.54
2007-10-05,155.85,52.357,61.41,91.54,14.708,88.28,52.82,78.95
2007-10-08,155.02,51.8,60.82,91.68,14.522,88.21,53.15,78.35
2007-10-09,156.48,52.607,61.61,91.62,14.614,88.1,53.38,79.22
2007-10-10,156.22,52.677,61.3,91.7,14.692,88.15,53.51,79.48
2007-10-11,155.47,52.213,61.27,91.68,14.806,88.06,52.66,79.83
2007-10-12,156.33,53.167,61.87,91.7,14.858,87.63,53.53,80.1
2007-10-15,155.01,52.517,61.48,91.66,15.042,87.65,53.12,79.61
2007-10-16,153.78,51.543,60.55,91.72,15.036,87.68,52.87,78.69
2007-10-17,154.25,52.733,61.22,91.76,14.942,88.64,53.55,79.61
2007-10-18,153.69,53.0,61.55,91.76,15.19,89.13,53.78,79.84
2007-10-19,149.67,50.733,60.04,91.84,15.166,90.46,52.44,78.14
2007-10-22,150.54,51.1,60.0,91.8,14.938,90.47,53.07,77.84
2007-10-23,151.76,52.517,60.98,91.8,15.044,90.35,54.18,78.9
2007-10-24,151.48,52.173,60.98,91.84,15.138,91.02,53.77,78.5
2007-10-25,151.84,52.837,60.9,91.82,15.232,90.71,53.05,78.95
2007-10-26,153.62,54.333,62.29,91.78,15.558,90.5,53.93,80.47
2007-10-29,154.13,55.583,63.08,91.86,15.648,90.85,54.15,81.14
2007-10-30,153.06,54.533,62.54,91.82,15.498,90.8,54.26,80.78
2007-10-31,154.65,55.73,63.49,91.84,15.72,89.98,55.03,81.91
2007-11-01,151.03,53.48,62.0,91.6,15.624,90.75,54.0,79.98
2007-11-02,151.2,53.783,62.18,91.66,15.988,91.04,54.42,80.4
2007-11-05,150.05,51.913,61.2,91.66,15.972,91.0,54.07,79.52
2007-11-06,152.07,53.883,62.55,91.66,16.282,90.56,54.68,80.55
2007-11-07,147.91,52.167,61.08,91.72,16.488,90.72,53.35,79.25
2007-11-08,147.16,52.433,61.32,91.66,16.414,90.56,51.73,80.0
2007-11-09,145.14,51.2,60.05,91.74,16.486,91.33,50.0,78.13
2007-11-12,143.7,48.367,58.33,91.78,15.696,91.66,48.73,76.86
2007-11-13,148.08,51.783,60.51,91.76,15.838,91.32,50.74,78.9
2007-11-14,147.67,51.833,60.27,91.72,16.038,91.42,50.09,78.38
2007-11-15,145.54,50.64,58.94,91.78,15.592,92.28,49.82,77.32
2007-11-16,145.79,51.267,59.55,91.78,15.546,92.41,50.28,77.72
2007-11-19,143.76,48.903,57.96,91.82,15.478,93.01,49.7,75.3
2007-11-20,144.64,50.247,58.85,91.84,15.922,92.91,49.9,76.78
2007-11-21,141.68,47.717,57.49,91.88,15.852,93.45,49.31,75.59
2007-11-23,144.13,49.127,58.93,91.9,16.298,93.73,49.84,77.49
2007-11-26,140.95,47.177,57.71,91.84,16.27,95.58,48.98,75.8
2007-11-27,142.57,48.983,58.88,91.92,16.06,94.67,49.96,76.9
2007-11-28,147.13,51.667,60.3,91.94,15.942,94.03,51.48,79.3
2007-11-29,147.18,51.033,60.31,91.88,15.676,94.84,51.7,78.45
2007-11-30,148.66,51.467,60.34,91.9,15.498,94.38,51.31,78.83
2007-12-03,147.68,51.02,60.14,91.6,15.666,94.75,50.88,78.58
2007-12-04,146.36,50.887,59.76,91.62,15.88,94.74,50.67,78.12
2007-12-05,148.81,53.147,60.9,91.62,15.772,93.61,51.58,78.87
2007-12-06,150.94,53.983,61.65,91.64,15.89,92.79,52.32,79.49
2007-12-07,150.91,53.343,61.2,91.72,15.758,91.75,52.33,79.38
2007-12-10,152.08,53.36,61.78,91.66,16.022,91.2,52.54,80.3
2007-12-11,147.91,51.1,60.17,91.78,15.792,92.99,51.32,78.2
2007-12-12,149.37,52.633,61.06,91.76,16.092,92.03,51.78,79.81
2007-12-13,149.06,51.187,60.13,91.8,15.786,91.03,51.5,78.35
2007-12-14,147.17,49.967,58.7,91.74,15.732,90.61,50.97,76.46
2007-12-17,145.07,47.837,57.49,91.78,15.63,91.42,49.73,75.05
2007-12-18,145.88,49.15,57.76,91.78,15.856,92.01,49.89,75.7
2007-12-19,145.88,49.47,57.6,91.82,15.88,93.23,49.88,75.07
2007-12-20,146.8,49.74,57.83,91.86,15.752,93.03,50.9,75.48
2007-12-21,148.13,51.24,58.8,91.86,16.034,91.67,51.85,76.54
2007-12-24,149.23,51.447,58.92,91.86,16.048,91.24,52.24,74.58
2007-12-26,149.55,51.713,59.05,91.82,16.336,90.44,52.5,74.78
2007-12-27,147.67,50.52,58.56,91.86,16.318,91.06,51.87,74.89
2007-12-28,147.3,50.71,59.12,91.6,16.606,92.48,51.82,75.61
2007-12-31,146.21,50.1,58.61,91.58,16.49,93.04,51.22,74.82
2008-01-02,144.93,49.273,58.4,91.66,16.978,94.38,50.41,74.53
2008-01-03,144.86,49.717,58.53,91.6,17.114,94.25,50.62,74.8
2008-01-04,141.31,48.223,56.88,91.58,17.052,94.27,48.4,72.98
2008-01-07,141.19,48.577,56.94,91.66,16.984,94.68,48.17,72.95
2008-01-08,138.91,48.2,57.09,91.6,17.376,94.57,46.92,72.4
2008-01-09,140.37,49.78,57.51,91.54,17.368,94.75,47.92,72.5
2008-01-10,141.29,50.367,57.66,91.58,17.672,93.47,47.99,72.56
2008-01-11,140.15,48.95,56.66,91.62,17.736,94.2,47.05,71.24
2008-01-14,141.28,49.67,57.23,91.7,17.93,94.55,47.87,72.37
2008-01-15,138.17,47.423,55.52,91.68,17.65,95.61,46.55,70.05
2008-01-16,136.98,45.45,54.23,91.68,17.34,94.92,46.05,68.7
2008-01-17,133.43,44.127,53.13,91.64,17.344,96.15,45.41,67.7
2008-01-18,132.06,45.133,53.49,91.7,17.524,95.49,45.35,67.49
2008-01-22,130.72,44.0,51.8,91.74,17.66,96.51,44.18,65.6
2008-01-23,133.86,44.28,52.07,91.84,17.588,96.29,44.01,65.39
2008-01-24,134.99,45.14,52.78,91.88,18.048,94.36,44.91,67.3
2008-01-25,133.04,44.453,52.0,91.78,18.072,95.95,43.99,65.9
2008-01-28,135.24,45.553,53.3,91.82,18.396,95.59,44.33,67.29
2008-01-29,135.91,45.33,53.75,91.9,18.262,94.94,44.41,67.6
2008-01-30,134.91,44.733,53.33,91.94,18.38,94.32,44.37,67.2
2008-01-31,137.37,45.63,54.07,91.94,18.3,94.99,45.13,68.1
2008-02-01,139.58,46.54,54.79,91.7,17.86,95.23,45.59,69.04
2008-02-04,137.82,46.683,54.5,91.72,17.81,94.25,44.95,68.27
2008-02-05,134.13,44.17,52.14,91.66,17.558,94.97,43.67,65.11
2008-02-06,133.05,43.447,51.97,91.74,17.816,94.68,42.81,65.48
2008-02-07,133.93,44.183,51.95,91.72,17.978,92.64,43.11,64.71
2008-02-08,133.07,44.1,51.67,91.72,18.2,93.7,43.6,64.35
2008-02-11,133.75,44.647,52.01,91.74,18.302,94.09,44.07,64.8
2008-02-12,134.99,45.367,52.62,91.72,17.902,93.53,43.82,65.96
2008-02-13,136.37,46.387,53.31,91.74,17.928,92.54,44.78,66.83
2008-02-14,135.17,45.79,52.91,91.76,17.962,91.18,43.97,66.36
2008-02-15,135.14,46.117,52.97,91.76,17.85,91.88,43.82,66.16
2008-02-19,135.52,46.72,53.53,91.76,18.338,90.95,43.74,67.11
2008-02-20,135.92,47.11,53.57,91.72,18.676,91.58,43.94,67.01
2008-02-21,134.79,46.45,53.5,91.8,18.674,92.55,43.52,67.13
2008-02-22,135.62,47.073,54.1,91.8,18.708,92.02,43.68,67.59
2008-02-25,137.33,47.95,54.98,91.76,18.572,91.08,43.9,68.58
2008-02-26,138.36,48.583,55.87,91.82,18.778,91.11,44.07,69.97
2008-02-27,138.22,48.993,55.95,91.84,18.99,91.19,44.29,70.05
2008-02-28,136.87,48.467,55.49,91.84,19.18,92.81,44.12,69.6
2008-02-29,133.82,46.54,53.95,91.86,19.272,94.23,42.95,67.9
2008-03-03,133.5,46.793,54.02,91.72,19.48,93.64,42.67,67.76
2008-03-04,132.99,45.707,53.33,91.72,18.95,92.73,42.91,67.21
2008-03-05,133.83,46.667,54.05,91.7,19.586,91.62,43.12,68.0
2008-03-06,131.06,45.067,53.24,91.74,19.298,92.11,42.17,67.13
2008-03-07,129.71,44.443,52.65,91.74,19.258,92.23,42.07,66.5
2008-03-10,128.0,43.663,52.02,91.74,19.222,93.59,41.26,65.83
2008-03-11,132.6,46.6,54.1,91.74,19.242,92.79,42.83,67.9
2008-03-12,131.36,45.737,53.66,91.76,19.444,94.58,42.71,67.97
2008-03-13,131.65,45.32,53.67,91.74,19.704,93.84,43.04,68.28
2008-03-14,129.61,43.713,52.58,91.86,19.83,95.0,42.25,66.68
2008-03-17,128.3,42.633,51.48,91.84,19.878,95.73,41.48,65.55
2008-03-18,133.63,44.85,53.38,91.94,19.33,95.36,43.33,67.53
2008-03-19,130.32,42.157,51.1,91.96,18.704,96.94,42.26,65.0
2008-03-20,132.08,42.867,51.43,91.94,18.034,97.18,43.09,65.58
2008-03-24,134.72,44.51,53.16,91.86,18.028,95.3,44.58,66.98
2008-03-25,134.85,45.193,53.73,91.8,18.542,95.7,44.83,68.12
2008-03-26,133.2,44.827,53.55,91.86,18.738,95.3,44.7,68.12
2008-03-27,132.78,44.61,53.47,91.88,18.726,94.63,43.71,68.31
2008-03-28,131.51,44.53,53.65,91.8,18.4,95.55,43.49,68.3
2008-03-31,131.97,44.793,53.9,91.9,18.134,95.89,43.72,68.79
2008-04-01,136.61,46.513,55.47,91.7,17.41,93.93,45.59,70.67
2008-04-02,136.7,46.547,55.74,91.7,17.834,94.13,45.49,70.84
2008-04-03,137.04,47.113,55.9,91.7,17.91,94.34,45.59,70.97
2008-04-04,136.89,46.923,55.87,91.74,18.066,95.2,45.86,71.23
2008-04-07,136.96,47.547,56.07,91.7,18.25,94.7,45.76,71.59
2008-04-08,136.82,47.287,55.8,91.76,18.11,94.37,45.41,70.99
2008-04-09,135.83,46.55,55.16,91.76,18.438,95.35,44.9,70.74
2008-04-10,136.02,47.217,55.29,91.76,18.372,95.03,45.54,70.49
2008-04-11,133.38,46.447,54.48,91.76,18.286,95.67,44.28,69.22
2008-04-14,132.93,46.337,54.55,91.8,18.24,95.11,44.08,69.38
2008-04-15,133.24,46.88,54.94,91.8,18.336,93.93,44.14,69.7
2008-04-16,136.85,48.267,56.8,91.74,18.666,93.01,45.37,71.97
2008-04-17,137.05,47.917,56.44,91.74,18.532,92.85,45.27,71.03
2008-04-18,138.48,48.64,56.76,91.68,18.156,92.77,46.71,71.78
2008-04-21,138.55,48.887,56.75,91.72,18.066,93.14,47.04,72.1
2008-04-22,137.94,48.433,56.7,91.74,18.058,93.46,46.34,71.41
2008-04-23,137.72,49.13,56.76,91.74,17.834,93.15,46.85,71.62
2008-04-24,138.32,48.5,56.6,91.76,17.436,92.36,47.27,71.26
2008-04-25,139.6,48.857,56.93,91.76,17.438,91.82,47.15,72.04
2008-04-28,139.63,48.763,57.23,91.7,17.62,92.1,47.24,71.87
2008-04-29,139.08,47.9,56.52,91.8,17.17,92.45,47.6,71.42
2008-04-30,138.26,48.887,57.09,91.7,17.298,93.11,47.21,71.61
2008-05-01,141.12,49.407,57.5,91.66,16.768,92.78,48.7,72.23
2008-05-02,141.51,49.88,57.67,91.6,16.904,91.61,48.77,72.26
2008-05-05,140.83,49.843,57.83,91.62,17.246,91.61,48.63,72.4
2008-05-06,142.05,50.4,58.15,91.58,17.348,90.95,48.93,73.01
2008-05-07,139.52,48.9,57.3,91.64,17.138,91.34,48.04,71.68
2008-05-08,139.16,49.403,57.38,91.6,17.454,92.16,48.4,72.34
2008-05-09,138.9,49.0,57.06,91.64,17.466,92.5,48.21,72.01
2008-05-12,140.46,49.63,57.72,91.64,17.44,92.36,49.09,72.72
2008-05-13,140.48,49.867,57.56,91.6,17.086,91.35,49.22,72.23
2008-05-14,140.77,49.987,57.64,91.6,17.05,91.39,49.11,72.14
2008-05-15,142.53,51.05,58.62,91.6,17.426,92.22,49.97,73.25
2008-05-16,142.66,51.7,59.22,91.62,17.828,91.84,50.01,74.06
2008-05-19,143.05,51.71,59.41,91.62,17.892,91.96,49.65,73.77
2008-05-20,141.89,50.813,58.53,91.58,18.16,92.44,49.27,73.17
2008-05-21,139.49,50.297,58.1,91.58,18.388,92.46,48.18,72.22
2008-05-22,139.51,50.443,58.65,91.64,18.208,91.37,48.35,73.55
2008-05-23,137.64,49.563,57.69,91.64,18.256,91.77,48.2,72.3
2008-05-27,138.66,49.483,57.7,91.64,17.89,91.15,49.05,72.1
2008-05-28,139.3,50.15,57.45,91.68,17.82,90.34,49.25,72.5
2008-05-29,140.0,50.26,57.95,91.64,17.33,89.69,49.69,72.0
2008-05-30,140.35,50.433,57.9,91.68,17.494,90.28,50.01,72.09
2008-06-02,138.9,49.833,57.58,91.66,17.594,90.3,49.4,71.2
2008-06-03,138.09,48.933,57.2,91.66,17.374,90.95,49.13,70.95
2008-06-04,138.02,48.507,56.45,91.64,17.328,90.14,49.76,70.25
2008-06-05,140.78,50.05,57.85,91.58,17.336,89.6,50.55,71.64
2008-06-06,136.29,48.237,56.23,91.6,17.794,90.76,49.03,69.72
2008-06-09,136.62,48.113,56.15,91.64,17.574,90.76,48.77,69.6
2008-06-10,135.94,47.003,55.2,91.7,17.088,90.17,48.54,68.5
2008-06-11,133.94,46.3,54.45,91.76,17.406,89.96,47.37,67.45
2008-06-12,134.45,46.57,54.45,91.7,17.136,89.06,47.42,67.32
2008-06-13,136.15,47.073,54.56,91.76,17.172,88.87,48.37,67.89
2008-06-16,136.23,47.233,55.15,91.76,17.392,88.89,48.8,68.23
2008-06-17,135.57,47.433,55.4,91.74,17.43,89.07,48.54,68.41
2008-06-18,134.25,47.203,54.9,91.78,17.65,89.82,48.02,67.7
2008-06-19,134.42,47.277,54.9,91.76,17.736,89.29,48.77,67.6
2008-06-20,131.58,45.733,53.38,91.8,17.804,89.81,47.42,66.38
2008-06-23,131.45,45.867,53.5,91.8,17.428,90.0,47.05,66.1
2008-06-24,131.19,45.663,52.65,91.8,17.528,90.6,46.81,65.85
2008-06-25,131.81,46.05,53.42,91.82,17.488,90.64,47.57,66.62
2008-06-26,128.23,44.47,52.63,91.82,18.086,91.25,45.65,65.0
2008-06-27,127.53,44.9,52.73,91.86,18.314,92.32,45.65,65.12
2008-06-30,127.98,45.24,53.05,91.8,18.246,92.34,45.17,65.61
2008-07-01,128.38,44.433,52.35,91.72,18.508,91.79,45.81,64.67
2008-07-02,126.18,43.167,51.65,91.72,18.676,92.27,44.71,63.81
2008-07-03,126.31,43.043,51.6,91.72,18.436,92.07,44.63,64.6
2008-07-07,125.02,42.89,51.23,91.7,18.27,92.49,44.9,63.52
2008-07-08,127.24,43.417,51.55,91.66,18.192,93.09,45.97,64.15
2008-07-09,124.79,42.54,50.75,91.68,18.304,93.5,44.75,63.52
2008-07-10,125.3,43.31,51.28,91.76,18.668,93.49,45.28,63.75
2008-07-11,123.84,43.02,50.55,91.82,19.0,92.16,44.56,62.47
2008-07-14,122.72,42.967,50.55,91.82,19.22,92.97,44.23,62.16
2008-07-15,120.99,42.25,49.68,91.84,19.258,92.94,44.24,61.47
2008-07-16,123.96,43.47,50.7,91.86,18.89,91.26,45.34,62.37
2008-07-17,125.2,43.673,51.2,91.72,18.876,90.79,45.64,63.85
2008-07-18,125.98,43.297,51.3,91.84,18.856,90.45,44.59,64.58
2008-07-21,126.05,43.833,51.8,91.76,19.062,90.8,44.78,64.81
2008-07-22,127.48,43.86,52.0,91.8,18.622,90.35,44.78,64.83
2008-07-23,128.17,43.923,52.2,91.84,18.132,90.17,45.37,65.02
2008-07-24,125.51,42.3,51.15,91.82,18.31,91.05,44.69,63.56
2008-07-25,125.48,42.59,51.15,91.84,18.33,90.14,45.27,63.98
2008-07-28,123.64,41.87,50.3,91.84,18.366,91.05,44.42,63.11
2008-07-29,126.28,44.19,50.99,91.84,18.148,90.68,45.34,63.7
2008-07-30,128.53,43.73,51.7,91.86,17.922,90.77,45.57,64.31
2008-07-31,126.83,42.75,51.1,91.86,18.024,91.67,45.46,63.72
2008-08-01,126.16,42.46,50.57,91.7,17.95,91.54,44.88,62.88
2008-08-04,124.99,41.16,49.76,91.72,17.642,91.33,44.43,62.77
2008-08-05,128.36,41.69,50.82,91.74,17.242,90.65,45.93,64.43
2008-08-06,128.93,42.52,50.95,91.7,17.33,90.28,46.63,64.49
2008-08-07,127.01,41.06,49.91,91.76,17.196,91.75,46.27,63.31
2008-08-08,129.37,41.16,49.87,91.74,16.868,92.0,47.32,63.38
2008-08-11,130.71,40.73,49.9,91.76,16.262,91.12,47.75,63.32
2008-08-12,129.35,40.39,49.4,91.7,16.128,91.97,47.8,62.84
2008-08-13,128.57,40.38,48.9,91.78,16.348,91.65,47.7,61.75
2008-08-14,129.54,40.91,48.75,91.76,15.87,92.24,48.25,61.39
2008-08-15,130.17,40.27,48.26,91.78,15.502,93.04,48.16,61.07
2008-08-18,128.39,39.59,47.75,91.72,15.798,93.41,47.6,60.6
2008-08-19,126.99,39.26,47.45,91.8,16.118,93.05,47.01,59.97
2008-08-20,127.58,40.26,47.92,91.8,15.982,93.31,47.09,60.1
2008-08-21,127.8,40.2,48.2,91.82,16.474,93.14,46.87,60.46
2008-08-22,129.65,40.17,48.3,91.84,16.25,93.08,47.49,60.93
2008-08-25,127.02,39.34,47.61,91.82,16.2,94.01,46.49,59.89
2008-08-26,127.39,39.41,47.6,91.84,16.268,94.09,46.43,60.13
2008-08-27,128.63,40.25,48.22,91.84,16.28,94.25,46.73,60.64
2008-08-28,130.19,40.53,48.65,91.84,16.47,94.26,47.11,61.52
2008-08-29,128.79,40.05,48.49,91.8,16.394,93.84,46.12,61.27
2008-09-02,127.99,38.84,47.7,91.74,15.816,94.37,45.55,60.1
2008-09-03,127.88,38.2,47.33,91.74,15.828,94.77,45.12,60.18
2008-09-04,124.03,36.44,45.26,91.74,15.688,95.53,43.66,57.4
2008-09-05,124.42,36.96,45.38,91.76,15.778,95.48,43.45,57.02
2008-09-08,126.99,37.42,46.0,91.76,15.78,95.88,43.37,57.88
2008-09-09,123.22,35.32,44.65,91.74,15.28,96.83,42.45,56.36
2008-09-10,123.72,35.89,44.98,91.78,14.88,96.23,42.8,56.67
2008-09-11,125.51,35.36,44.98,91.76,14.6,96.18,43.6,56.6
2008-09-12,126.09,36.54,45.86,91.8,15.116,94.94,43.43,57.87
2008-09-15,120.09,33.67,43.35,91.9,15.516,98.02,42.08,55.3
2008-09-16,122.1,33.96,43.58,91.94,15.318,98.0,42.41,54.62
2008-09-17,116.61,31.55,41.59,92.34,17.11,98.49,40.21,52.98
2008-09-18,120.07,34.21,43.58,92.08,16.648,97.05,41.57,55.14
2008-09-19,124.12,38.47,47.13,91.76,17.252,93.97,42.9,59.04
2008-09-22,121.31,35.96,46.84,91.8,17.824,93.96,40.88,58.09
2008-09-23,118.55,34.84,44.92,92.1,17.712,93.6,40.57,56.48
2008-09-24,118.93,35.24,44.78,91.82,17.398,94.01,40.85,56.32
2008-09-25,120.79,37.05,45.54,91.92,17.33,93.82,41.5,57.9
2008-09-26,120.85,35.79,45.13,92.08,17.386,94.5,41.08,57.16
2008-09-29,111.38,31.61,40.5,92.48,17.888,97.25,37.82,51.13
2008-09-30,115.99,34.17,42.44,92.14,17.094,94.88,38.91,53.37
2008-10-01,116.06,34.58,42.57,92.0,17.25,95.78,38.5,53.07
2008-10-02,111.85,31.55,40.15,91.96,16.434,96.55,36.75,50.78
2008-10-03,110.34,30.72,39.7,91.96,16.55,97.4,36.18,50.64
2008-10-06,104.72,28.41,36.92,91.94,16.922,99.17,34.86,47.83
2008-10-07,100.03,26.2,35.87,91.92,17.4,98.87,32.65,45.5
2008-10-08,97.51,26.2,35.02,91.84,17.95,97.45,32.39,44.41
2008-10-09,90.7,24.27,32.9,91.98,18.2,96.63,31.52,41.53
2008-10-10,88.5,24.55,32.51,92.06,16.654,95.95,31.32,40.59
2008-10-13,101.35,30.14,36.93,91.7,16.374,94.72,35.13,46.35
2008-10-14,99.85,28.64,36.17,91.86,16.448,94.11,33.61,45.93
2008-10-15,90.02,24.01,32.0,91.88,16.716,95.01,30.6,40.76
2008-10-16,93.77,25.19,33.48,91.84,15.878,94.52,32.26,42.87
2008-10-17,93.21,24.4,32.92,91.64,15.404,93.87,32.3,42.1
2008-10-20,98.81,26.11,34.56,91.86,15.722,94.62,33.2,44.2
2008-10-21,95.86,24.03,33.0,91.86,15.256,95.12,31.48,41.47
2008-10-22,90.64,21.5,30.34,91.74,14.392,97.05,30.61,38.55
2008-10-23,91.69,22.1,30.68,91.86,14.21,97.77,30.49,39.04
2008-10-24,87.04,19.82,28.9,91.76,14.424,96.73,29.51,36.74
2008-10-27,83.95,19.3,27.21,91.9,14.482,96.8,28.69,34.9
