ISIN,Ticker,Name,Weight,Sector,Country,Asset class,Currency
,688082,ACM Research Shanghai Inc,0.000031,Information Technology,China,,CNY
,KNPL,Kansai Nerolac Paints Ltd,0.000031,Industrials,India,,INR
,688180,Shanghai Junshi Biosciences Co Ltd,0.000031,Health Care,China,,CNY
,603444,G-bits Network Technology Xiamen Co Ltd,0.000031,Consumer Discretionary,China,,CNY
,600161,Beijing Tiantan Biological Products Corp Ltd,0.000031,Health Care,China,,CNY
,601577,Bank of Changsha Co Ltd,0.000031,Financials,China,,CNY
,GGRM,Gudang Garam Tbk PT,0.00003,Consumer Staples,Indonesia,,IDR
,688187,Zhuzhou CRRC Times Electric Co Ltd,0.00003,Industrials,China,,CNY
,2409,Jiangsu Yoke Technology Co Ltd,0.00003,Materials,China,,CNY
,601155,Seazen Holdings Co Ltd,0.00003,Real Estate,China,,CNY
,601456,Guolian Securities Co Ltd,0.00003,Financials,China,,CNY
,2056,Hengdian Group DMEGC Magnetics Co Ltd,0.00003,Information Technology,China,,CNY
,158,Shijiazhuang Changshan BeiMing Technology Co Ltd,0.00003,Information Technology,China,,CNY
,603127,Joinn Laboratories China Co Ltd,0.00003,Health Care,China,,CNY
,2444,Hangzhou Great Star Industrial Co Ltd,0.00003,Industrials,China,,CNY
,878,Yunnan Copper Co Ltd,0.00003,Materials,China,,CNY
,709,Hesteel Co Ltd,0.00003,Materials,China,,CNY
,601608,CITIC Heavy Industries Co Ltd,0.00003,Industrials,China,,CNY
,BJC/F,Berli Jucker PCL,0.00003,Consumer Discretionary,Thailand,,THB
,300257,Kaishan Group Co Ltd,0.00003,Industrials,China,,CNY
,2506,GCL System Integration Technology Co Ltd,0.00003,Energy,China,,CNY
,6178,Everbright Securities Co Ltd,0.00003,Financials,Hong Kong,,HKD
,27,Shenzhen Energy Group Co Ltd,0.00003,Utilities,China,,CNY
,921,Hisense Home Appliances Group Co Ltd,0.00003,Consumer Discretionary,China,,CNY
,601865,Flat Glass Group Co Ltd,0.00003,Industrials,China,,CNY
,688676,Hainan Jinpan Smart Technology Co Ltd,0.00003,Industrials,China,,CNY
,600754,Shanghai Jinjiang International Hotels Co Ltd,0.00003,Consumer Discretionary,China,,CNY
,688536,3peak Inc,0.00003,Information Technology,China,,CNY
,600699,Ningbo Joyson Electronic Corp,0.00003,Consumer Discretionary,China,,CNY
,600704,Wuchan Zhongda Group Co Ltd,0.00003,Industrials,China,,CNY
,603737,Skshu Paint Co Ltd,0.00003,Industrials,China,,CNY
,601567,Ningbo Sanxing Medical Electric Co Ltd,0.00003,Industrials,China,,CNY
,2180,Ninestar Corp,0.00003,Information Technology,China,,CNY
,DOHOL,Dogan Sirketler Grubu Holding AS,0.000029,Industrials,Turkey,,TRY
,600141,Hubei Xingfa Chemicals Group Co Ltd,0.000029,Materials,China,,CNY
,300001,Qingdao TGOOD Electric Co Ltd,0.000029,Information Technology,China,,CNY
,CBOI,Central Bank of India Ltd,0.000029,Financials,India,,INR
,600398,HLA Group Corp Ltd,0.000029,Consumer Discretionary,China,,CNY
,2456,OFILM Group Co Ltd,0.000029,Industrials,China,,CNY
,300724,Shenzhen SC New Energy Technology Corp,0.000029,Energy,China,,CNY
,1958,BAIC Motor Corp Ltd,0.000029,Consumer Discretionary,Hong Kong,,HKD
,600282,Nanjing Iron & Steel Co Ltd,0.000029,Materials,China,,CNY
,688248,China Southern Power Grid Technology Co Ltd,0.000029,Industrials,China,,CNY
,683,Inner Mongolia Yuan Xing Energy Co Ltd,0.000029,Materials,China,,CNY
,600871,Sinopec Oilfield Service Corp,0.000029,Energy,China,,CNY
,2797,First Capital Securities Co Ltd,0.000029,Financials,China,,CNY
,NUHCM,Nuh Cimento Sanayi AS,0.000029,Industrials,Turkey,,TRY
,513,Livzon Pharmaceutical Group Inc,0.000029,Health Care,China,,CNY
,300763,Ginlong Technologies Co Ltd,0.000029,Industrials,China,,CNY
,IOB,Indian Overseas Bank,0.000029,Financials,India,,INR
,600516,Fangda Carbon New Material Co Ltd,0.000029,Materials,China,,CNY
,729,Beijing Yanjing Brewery Co Ltd,0.000028,Consumer Staples,China,,CNY
,600298,Angel Yeast Co Ltd,0.000028,Consumer Staples,China,,CNY
,OTKAR,"Otokar Otomotiv Ve Savunma Sanayi A,S,",0.000028,Industrials,Turkey,,TRY
,600369,Southwest Securities Co Ltd,0.000028,Financials,China,,CNY
,301200,Shenzhen Han's CNC Technology Co Ltd,0.000028,Information Technology,China,,CNY
,4IG,4iG Nyrt,0.000028,Information Technology,Hungary,,HUF
,900912,Shanghai Waigaoqiao Free Trade Zone Group Co Ltd,0.000028,Real Estate,China,,CNY
,603225,Xinfengming Group Co Ltd,0.000028,Materials,China,,CNY
,932,Hunan Valin Steel Co Ltd,0.000028,Materials,China,,CNY
,750,Sealand Securities Co Ltd,0.000028,Financials,China,,CNY
,RYGYO,Reysas Gayrimenkul Yatirim Ortakligi AS,0.000028,Real Estate,Turkey,,TRY
,300017,Wangsu Science & Technology Co Ltd,0.000028,Information Technology,China,,CNY
,600995,China Southern Power Grid Energy Storage Co Ltd,0.000028,Utilities,China,,CNY
,600095,Xiangcai Co Ltd,0.000028,Industrials,China,,CNY
,JSMR,Jasa Marga Persero Tbk PT,0.000028,Industrials,Indonesia,,IDR
,603939,Yifeng Pharmacy Chain Co Ltd,0.000028,Consumer Staples,China,,CNY
,300456,Sai Micro Electronics Inc,0.000028,Information Technology,China,,CNY
,688375,Guobo Electronics Co Ltd,0.000028,Information Technology,China,,CNY
,MEG,Megaworld Corp,0.000027,Real Estate,Philippines,,PHP
,600970,Sinoma International Engineering Co,0.000027,Industrials,China,,CNY
,603156,Hebei Yangyuan Zhihui Beverage Co Ltd,0.000027,Consumer Staples,China,,CNY
,2407,Do-Fluoride New Materials Co Ltd,0.000027,Materials,China,,CNY
,300677,Intco Medical Technology Co Ltd,0.000027,Health Care,China,,CNY
,9668,China Bohai Bank Co Ltd,0.000027,Financials,Hong Kong,,HKD
,2841,Guangzhou Shiyuan Electronic Technology Co Ltd,0.000027,Information Technology,China,,CNY
,TABGD,TAB Gida Sanayi Ve Ticaret AS,0.000027,Consumer Discretionary,Turkey,,TRY
,ALARK,Alarko Holding AS,0.000027,Utilities,Turkey,,TRY
,600126,Hangzhou Iron & Steel Co,0.000027,Materials,China,,CNY
,300003,Lepu Medical Technology Beijing Co Ltd,0.000027,Health Care,China,,CNY
,600623,Shanghai Huayi Group Co Ltd,0.000027,Consumer Discretionary,China,,CNY
,AHGAZ,Ahlatci Dogal Gaz Dagitim Enerji VE Yatirim AS,0.000027,Utilities,Turkey,,TRY
,2007,Hualan Biological Engineering Inc,0.000027,Health Care,China,,CNY
,TSKB,Turkiye Sinai Kalkinma Bankasi AS,0.000027,Financials,Turkey,,TRY
,893,Asia - Potash International Investment Guangzhou Co Ltd,0.000027,Materials,China,,CNY
,600151,Shanghai Aerospace Automobile Electromechanical Co Ltd,0.000027,Consumer Discretionary,China,,CNY
,AKSA,Aksa Akrilik Kimya Sanayii AS,0.000027,Materials,Turkey,,TRY
,688220,ASR Microelectronics Co Ltd,0.000027,Information Technology,China,,CNY
,688172,Beijing Yandong Microelectronic Co Ltd,0.000027,Information Technology,China,,CNY
,300024,Siasun Robot & Automation Co Ltd,0.000026,Industrials,China,,CNY
,603885,Juneyao Airlines Co Ltd,0.000026,Consumer Discretionary,China,,CNY
,2756,YongXing Special Materials Technology Co Ltd,0.000026,Materials,China,,CNY
,LYDHO,LYDIA HOLDING AS,0.000026,Real Estate,Turkey,,TRY
,601099,Pacific Securities Co Ltd/The/China,0.000026,Financials,China,,CNY
,601016,CECEP Wind-Power Corp,0.000026,Utilities,China,,CNY
,603516,Beijing Tricolor Technology Co Ltd,0.000026,Industrials,China,,CNY
,300496,Thunder Software Technology Co Ltd,0.000026,Information Technology,China,,CNY
,605358,Hangzhou Lion Microelectronics Co Ltd,0.000026,Information Technology,China,,CNY
,BTCIM,Baticim Bati Anadolu Cimento Sanayii AS,0.000026,Industrials,Turkey,,TRY
,600583,Offshore Oil Engineering Co Ltd,0.000026,Energy,China,,CNY
,688169,Beijing Roborock Technology Co Ltd,0.000026,Consumer Discretionary,China,,CNY
,601997,Bank of Guiyang Co Ltd,0.000026,Financials,China,,CNY
,PPA,Piraeus Port Authority SA,0.000026,Industrials,Greece,,EUR
,2130,Shenzhen Woer Heat-Shrinkable Material Co Ltd,0.000026,Industrials,China,,CNY
,601136,Capital Securities Co Ltd,0.000026,Financials,China,,CNY
,2670,Guosheng Securities Inc,0.000026,Financials,China,,CNY
,600873,Meihua Holdings Group Co Ltd,0.000026,Consumer Staples,China,,CNY
,600348,Shan Xi Hua Yang Group New Energy Co Ltd,0.000026,Energy,China,,CNY
,300568,Shenzhen Senior Technology Material Co Ltd,0.000026,Materials,China,,CNY
,600977,China Film Group Co Ltd,0.000025,Consumer Discretionary,China,,CNY
,CVKMD,CVK Maden Isletmeleri Sanayi VE Ticaret AS,0.000025,Materials,Turkey,,TRY
,629,Pangang Group Vanadium Titanium & Resources Co Ltd,0.000025,Materials,China,,CNY
,600783,Luxin Venture Capital Group Co Ltd,0.000025,Industrials,China,,CNY
,603979,JCHX Mining Management Co Ltd,0.000025,Materials,China,,CNY
,603083,CIG Shanghai Co Ltd,0.000025,Communication Services,China,,CNY
,3532,Formosa Sumco Technology Corp,0.000025,Information Technology,Taiwan,,TWD
,591,CECEP Solar Energy Co Ltd,0.000025,Utilities,China,,CNY
,958,SPIC Industry-Finance Holdings Co Ltd,0.000025,Utilities,China,,CNY
,601717,ZCZL Industrial Technology Group Co Ltd,0.000025,Industrials,China,,CNY
,883,Hubei Energy Group Co Ltd,0.000025,Utilities,China,,CNY
,LYDYE,Lydia Yesil Enerji Kaynaklari Anonimsirketi,0.000025,Utilities,Turkey,,TRY
,NIACL,New India Assurance Co Ltd/The,0.000025,Financials,India,,INR
,600259,China Rare Earth Nonferrous Metals Co Ltd,0.000025,Materials,China,,CNY
,600132,Chongqing Brewery Co Ltd,0.000025,Consumer Staples,China,,CNY
,688235,BeOne Medicines Ltd,0.000025,Health Care,China,,CNY
,688208,Autel Intelligent Technology Corp Ltd,0.000025,Consumer Discretionary,China,,CNY
,62,Shenzhen Huaqiang Industry Co Ltd,0.000025,Information Technology,China,,CNY
,347,Angang Steel Co Ltd,0.000025,Materials,Hong Kong,,HKD
,688778,XTC New Energy Materials Xiamen Co Ltd,0.000025,Materials,China,,CNY
,601992,BBMG Corp,0.000025,Industrials,China,,CNY
,2032,Zhejiang Supor Co Ltd,0.000025,Consumer Discretionary,China,,CNY
,519,North Industries Group Red Arrow Co Ltd,0.000025,Industrials,China,,CNY
,603345,Anjoy Foods Group Co Ltd,0.000025,Consumer Staples,China,,CNY
,2773,Chengdu Kanghong Pharmaceutical Group Co Ltd,0.000025,Health Care,China,,CNY
,2065,DHC Software Co Ltd,0.000025,Information Technology,China,,CNY
,601799,Changzhou Xingyu Automotive Lighting Systems Co Ltd,0.000024,Consumer Discretionary,China,,CNY
,600486,Jiangsu Yangnong Chemical Co Ltd,0.000024,Materials,China,,CNY
,2518,Shenzhen Kstar Science And Technology Co Ltd,0.000024,Industrials,China,,CNY
,600598,Heilongjiang Agriculture Co Ltd,0.000024,Consumer Staples,China,,CNY
,738,AECC Aero-Engine Control Co Ltd,0.000024,Industrials,China,,CNY
,688585,Swancor Advanced Materials Co Ltd,0.000024,Materials,China,,CNY
,600737,COFCO Sugar Holding Co Ltd,0.000024,Consumer Staples,China,,CNY
,603816,Jason Furniture Hangzhou Co Ltd,0.000024,Consumer Discretionary,China,,CNY
,528,Guangxi Liugong Machinery Co Ltd,0.000024,Industrials,China,,CNY
,601156,Eastern Air Logistics Co Ltd,0.000024,Industrials,China,,CNY
,733,China Zhenhua Group Science & Technology Co Ltd,0.000024,Information Technology,China,,CNY
,997,Newland Digital Technology Co Ltd,0.000024,Information Technology,China,,CNY
,887,Anhui Zhongding Sealing Parts Co Ltd,0.000024,Consumer Discretionary,China,,CNY
,600663,Shanghai Lujiazui Finance & Trade Zone Development Co Ltd,0.000024,Real Estate,China,,CNY
,603833,Oppein Home Group Inc,0.000024,Industrials,China,,CNY
,2153,Beijing Shiji Information Technology Co Ltd,0.000024,Information Technology,China,,CNY
,603728,Shanghai Moons' Electric Co Ltd,0.000024,Industrials,China,,CNY
,603233,DaShenLin Pharmaceutical Group Co Ltd,0.000024,Consumer Staples,China,,CNY
,600884,Ningbo Shanshan Co Ltd,0.000024,Materials,China,,CNY
,2603,Shijiazhuang Yiling Pharmaceutical Co Ltd,0.000024,Health Care,China,,CNY
,600562,Glarun Technology Co Ltd,0.000024,Industrials,China,,CNY
,600711,Chengtun Mining Group Co Ltd,0.000024,Materials,China,,CNY
,600483,Fujian Funeng Co Ltd,0.000023,Utilities,China,,CNY
,600517,State Grid Yingda Co Ltd,0.000023,Industrials,China,,CNY
,300979,Huali Industrial Group Co Ltd,0.000023,Consumer Discretionary,China,,CNY
,HEKTS,Hektas Ticaret TAS,0.000023,Materials,Turkey,,TRY
,600350,Shandong Hi-speed Co Ltd,0.000023,Industrials,China,,CNY
,301165,New Issuer: BB Company ID:30408380,0.000023,Communication Services,China,,CNY
,LH-R,Land & Houses PCL,0.000023,Real Estate,Thailand,,THB
,600295,Inner Mongolia ERDOS Resources Co Ltd,0.000023,Materials,China,,CNY
,GENIL,GEN Ilac VE Saglik Urunleri Sanayi VE Ticaret AS,0.000023,Health Care,Turkey,,TRY
,2926,Huaxi Securities Co Ltd,0.000023,Financials,China,,CNY
,300073,Beijing Easpring Material Technology Co Ltd,0.000023,Materials,China,,CNY
,2085,Zhejiang Wanfeng Auto Wheel Co Ltd,0.000023,Consumer Discretionary,China,,CNY
,ELHA,ElvalHalcor SA,0.000023,Materials,Greece,,EUR
,688561,Qi An Xin Technology Group Inc,0.000023,Information Technology,China,,CNY
,AVIA,Avia Avian Tbk PT,0.000023,Industrials,Indonesia,,IDR
,525,Guangshen Railway Co Ltd,0.000023,Industrials,Hong Kong,,HKD
,INVES,Investco Holding AS,0.000023,Financials,Turkey,,TRY
,600528,China Railway Hi-tech Industry Co Ltd,0.000023,Industrials,China,,CNY
,603596,Bethel Automotive Safety Systems Co Ltd,0.000023,Consumer Discretionary,China,,CNY
,TTRAK,Turk Traktor ve Ziraat Makineleri AS,0.000022,Industrials,Turkey,,TRY
,601969,Hainan Mining Co Ltd,0.000022,Materials,China,,CNY
,2948,Bank of Qingdao Co Ltd,0.000022,Financials,China,,CNY
,688363,Bloomage Biotechnology Corp Ltd,0.000022,Health Care,China,,CNY
,601808,China Oilfield Services Ltd,0.000022,Energy,China,,CNY
,600307,Gansu Jiu Steel Group Hongxing Iron & Steel Co Ltd,0.000022,Materials,China,,CNY
,2010,Transfar Zhilian Co Ltd,0.000022,Industrials,China,,CNY
,601966,Shandong Linglong Tyre Co Ltd,0.000022,Consumer Discretionary,China,,CNY
,2120,Yunda Holding Co Ltd,0.000022,Industrials,China,,CNY
,600521,Zhejiang Huahai Pharmaceutical Co Ltd,0.000022,Health Care,China,,CNY
,2739,Wanda Film Holding Co Ltd,0.000022,Consumer Discretionary,China,,CNY
,563,Shaanxi International Trust Co Ltd,0.000022,Financials,China,,CNY
,300085,Shenzhen Infogem Technologies Co Ltd,0.000022,Information Technology,China,,CNY
,600801,Huaxin Building Materials Group Co Ltd,0.000022,Industrials,China,,CNY
,BRYAT,Borusan Yatirim ve Pazarlama AS,0.000022,Materials,Turkey,,TRY
,603119,Zhejiang Rongtai Electric Material Co Ltd,0.000022,Industrials,China,,CNY
,600863,Inner Mongolia MengDian HuaNeng Thermal Power Corp Ltd,0.000022,Utilities,China,,CNY
,603899,Shanghai M&G Stationery Inc,0.000022,Consumer Staples,China,,CNY
,600563,Xiamen Faratronic Co Ltd,0.000022,Information Technology,China,,CNY
,600909,Huaan Securities Co Ltd,0.000022,Financials,China,,CNY
,200581,Weifu High-Technology Group Co Ltd,0.000022,Consumer Discretionary,China,,CNY
,1375,Central China Securities Co Ltd,0.000022,Financials,Hong Kong,,HKD
,600499,Keda Industrial Group Co Ltd,0.000022,Industrials,China,,CNY
,600060,Hisense Visual Technology Co Ltd,0.000021,Consumer Discretionary,China,,CNY
,AYGAZ,Aygaz AS,0.000021,Utilities,Turkey,,TRY
,2373,China TransInfo Technology Co Ltd,0.000021,Information Technology,China,,CNY
,1872,China Merchants Port Group Co Ltd,0.000021,Industrials,China,,CNY
,AGESA,AvivaSA Emeklilik ve Hayat AS,0.000021,Financials,Turkey,,TRY
,600808,Maanshan Iron & Steel Co Ltd,0.000021,Materials,China,,CNY
,603858,Shandong Buchang Pharmaceuticals Co Ltd,0.000021,Health Care,China,,CNY
,600998,Jointown Pharmaceutical Group Co Ltd,0.000021,Consumer Staples,China,,CNY
,ONE,One United Properties SA,0.000021,Real Estate,Romania,,RON
,581,Weifu High-Technology Group Co Ltd,0.000021,Consumer Discretionary,China,,CNY
,600968,CNOOC Energy Technology & Services Ltd,0.000021,Energy,China,,CNY
,600100,Tsinghua Tongfang Co Ltd,0.000021,Information Technology,China,,CNY
,TBIG,PT Tower Bersama Infrastructure Tbk,0.000021,Communication Services,Indonesia,,IDR
,MANYAVAR,Vedant Fashions Ltd,0.000021,Consumer Discretionary,India,,INR
,900934,Shanghai Jinjiang International Hotels Co Ltd,0.000021,Consumer Discretionary,China,,CNY
,200869,Yantai Changyu Pioneer Wine Co Ltd,0.000021,Consumer Staples,China,,CNY
,603198,Anhui Yingjia Distillery Co Ltd,0.000021,Consumer Staples,China,,CNY
,12,CSG Holding Co Ltd,0.00002,Industrials,China,,CNY
,9,China Baoan Group Co Ltd,0.00002,Industrials,China,,CNY
,2416,Shenzhen Aisidi Co Ltd,0.00002,Consumer Discretionary,China,,CNY
,688052,Suzhou Novosense Microelectronics Co Ltd,0.00002,Information Technology,China,,CNY
,603699,Neway Valve Suzhou Co Ltd,0.00002,Industrials,China,,CNY
,2244,Hangzhou Binjiang Real Estate Group Co Ltd,0.00002,Real Estate,China,,CNY
,830,Luxi Chemical Group Co Ltd,0.00002,Materials,China,,CNY
,723,Shanxi Meijin Energy Co Ltd,0.00002,Energy,China,,CNY
,600478,Hunan Corun New Energy Co Ltd,0.00002,Consumer Staples,China,,CNY
,2176,Jiangxi Special Electric Motor Co Ltd,0.00002,Materials,China,,CNY
,600535,Tasly Pharmaceutical Group Co Ltd,0.00002,Health Care,China,,CNY
,SCCC/F,Siam City Cement PCL,0.00002,Industrials,Thailand,,THB
,601061,CITIC Metal Co Ltd,0.00002,Materials,China,,CNY
,600739,Liaoning Cheng Da Co Ltd,0.00002,Industrials,China,,CNY
,300142,Walvax Biotechnology Co Ltd,0.00002,Health Care,China,,CNY
,6127,Joinn Laboratories China Co Ltd,0.00002,Health Care,Hong Kong,,HKD
,600816,J-Yuan Trust Co Ltd,0.00002,Financials,China,,CNY
,681,Visual China Group Co Ltd,0.00002,Information Technology,China,,CNY
,600208,Quzhou Xin'an Development Co Ltd,0.00002,Real Estate,China,,CNY
,600546,Shanxi Coal International Energy Group Co Ltd,0.00002,Energy,China,,CNY
,2299,Fujian Sunner Development Co Ltd,0.00002,Consumer Staples,China,,CNY
,300002,Beijing Ultrapower Software Co Ltd,0.00002,Consumer Discretionary,China,,CNY
,600637,Oriental Pearl Group Co Ltd,0.00002,Consumer Discretionary,China,,CNY
,600153,Xiamen C & D Inc,0.00002,Industrials,China,,CNY
,600201,Jinyu Bio-Technology Co Ltd,0.00002,Health Care,China,,CNY
,300573,Shenyang Xingqi Pharmaceutical Co Ltd,0.00002,Health Care,China,,CNY
,2004,Huapont Life Sciences Co Ltd,0.00002,Health Care,China,,CNY
,688819,Tianneng Battery Group Co Ltd,0.000019,Consumer Discretionary,China,,CNY
,600004,Guangzhou Baiyun International Airport Co Ltd,0.000019,Industrials,China,,CNY
,300672,Goke Microelectronics Co Ltd,0.000019,Information Technology,China,,CNY
,300699,Weihai Guangwei Composites Co Ltd,0.000019,Materials,China,,CNY
,539,Guangdong Electric Power Development Co Ltd,0.000019,Utilities,China,,CNY
,825,Shanxi Taigang Stainless Steel Co Ltd,0.000019,Materials,China,,CNY
,2643,Valiant Co Ltd,0.000019,Materials,China,,CNY
,688063,Pylon Technologies Co Ltd,0.000019,Industrials,China,,CNY
,603688,Jiangsu Pacific Quartz Co Ltd,0.000019,Information Technology,China,,CNY
,600456,Baoji Titanium Industry Co Ltd,0.000019,Materials,China,,CNY
,686,Northeast Securities Co Ltd,0.000019,Financials,China,,CNY
,2192,Youngy Co Ltd,0.000019,Materials,China,,CNY
,300296,Leyard Optoelectronic Co Ltd,0.000019,Information Technology,China,,CNY
,2372,Zhejiang Weixing New Building Materials Co Ltd,0.000018,Industrials,China,,CNY
,2468,STO Express Co Ltd,0.000018,Industrials,China,,CNY
,603529,AIMA Technology Group Co Ltd,0.000018,Consumer Discretionary,China,,CNY
,2262,Jiangsu Nhwa Pharmaceutical Co Ltd,0.000018,Health Care,China,,CNY
,688114,MGI Tech Co Ltd,0.000018,Health Care,China,,CNY
,600380,Joincare Pharmaceutical Group Industry Co Ltd,0.000018,Health Care,China,,CNY
,32,Shenzhen SED Industry Co Ltd,0.000018,Industrials,China,,CNY
,603927,Sinosoft Co Ltd,0.000018,Information Technology,China,,CNY
,300676,BGI Genomics Co Ltd,0.000018,Health Care,China,,CNY
,600606,Greenland Holdings Corp Ltd,0.000018,Real Estate,China,,CNY
,GLRMK,Gulermak Agir Sanayi Insaat ve Taahhut AS,0.000018,Industrials,Turkey,,TRY
,2607,Offcn Education Technology Co Ltd,0.000018,Consumer Discretionary,China,,CNY
,603077,Sichuan Hebang Biotechnology Co Ltd,0.000018,Materials,China,,CNY
,300144,Songcheng Performance Development Co Ltd,0.000018,Consumer Discretionary,China,,CNY
,300558,Betta Pharmaceuticals Co Ltd,0.000018,Health Care,China,,CNY
,600500,Sinochem International Corp,0.000018,Materials,China,,CNY
,2508,Hangzhou Robam Appliances Co Ltd,0.000018,Consumer Discretionary,China,,CNY
,601200,Shanghai Environment Group Co Ltd,0.000018,Utilities,China,,CNY
,601000,TangShan Port Group Co Ltd,0.000018,Industrials,China,,CNY
,600170,Shanghai Construction Group Co Ltd,0.000018,Industrials,China,,CNY
,2497,Sichuan Yahua Industrial Group Co Ltd,0.000018,Materials,China,,CNY
,2831,Shenzhen YUTO Packaging Technology Co Ltd,0.000018,Industrials,China,,CNY
,2958,Qingdao Rural Commercial Bank Corp,0.000017,Financials,China,,CNY
,1033,Sinopec Oilfield Service Corp,0.000017,Energy,Hong Kong,,HKD
,RGYAS,Roenesans Gayrimenkul Yatirim AS,0.000017,Real Estate,Turkey,,TRY
,600732,Shanghai Aiko Solar Energy Co Ltd,0.000017,Energy,China,,CNY
,600267,Zhejiang Hisun Pharmaceutical Co Ltd,0.000017,Health Care,China,,CNY
,601298,Qingdao Port International Co Ltd,0.000017,Industrials,China,,CNY
,300779,New Issuer: BB Company ID:28698077,0.000017,Materials,China,,CNY
,69,Shenzhen Overseas Chinese Town Co Ltd,0.000017,Real Estate,China,,CNY
,2572,Suofeiya Home Collection Co Ltd,0.000017,Consumer Discretionary,China,,CNY
,600864,Harbin Hatou Investment Co Ltd,0.000017,Utilities,China,,CNY
,TRGYO,Torunlar Gayrimenkul Yatirim Ortakligi AS,0.000017,Real Estate,Turkey,,TRY
,601369,Xi'An Shaangu Power Co Ltd,0.000017,Industrials,China,,CNY
,601163,Triangle Tyre Co Ltd,0.000017,Consumer Discretionary,China,,CNY
,603658,Autobio Diagnostics Co Ltd,0.000017,Health Care,China,,CNY
,50,Tianma Microelectronics Co Ltd,0.000017,Information Technology,China,,CNY
,600707,IRICO Display Devices Co Ltd,0.000017,Information Technology,China,,CNY
,AKCNS,Akcansa Cimento AS,0.000017,Industrials,Turkey,,TRY
,300438,Guangzhou Great Power Energy & Technology Co Ltd,0.000017,Industrials,China,,CNY
,300253,Winning Health Technology Group Co Ltd,0.000017,Health Care,China,,CNY
,2044,Meinian Onehealth Healthcare Holdings Co Ltd,0.000017,Health Care,China,,CNY
,600072,CSSC Science & Technology Co Ltd,0.000017,Energy,China,,CNY
,688563,Baimtec Material Co Ltd,0.000017,Industrials,China,,CNY
,603589,Anhui Kouzi Distillery Co Ltd,0.000017,Consumer Staples,China,,CNY
,603290,StarPower Semiconductor Ltd,0.000017,Information Technology,China,,CNY
,603317,Sichuan Teway Food Group Co Ltd,0.000017,Consumer Staples,China,,CNY
,600959,Jiangsu Broadcasting Cable Information Network Corp Ltd,0.000017,Communication Services,China,,CNY
,600566,Hubei Jumpcan Pharmaceutical Co Ltd,0.000017,Health Care,China,,CNY
,600008,Beijing Capital Eco-Environment Protection Group Co Ltd,0.000017,Utilities,China,,CNY
,2839,Jiangsu Zhangjiagang Rural Commercial Bank Co Ltd,0.000017,Financials,China,,CNY
,600582,Tian Di Science & Technology Co Ltd,0.000016,Industrials,China,,CNY
,155,Sichuan New Energy Power Co Ltd,0.000016,Utilities,China,,CNY
,2498,Qingdao Hanhe Cable Co Ltd,0.000016,Industrials,China,,CNY
,601236,Hongta Securities Co Ltd,0.000016,Financials,China,,CNY
,767,Jinneng Holding Shanxi Electric Power Co Ltd,0.000016,Utilities,China,,CNY
,1286,Shaanxi Energy Investment Co Ltd,0.000016,Utilities,China,,CNY
,601228,Guangzhou Port Co Ltd,0.000016,Industrials,China,,CNY
,GRSEL,GUR-Sel Turizm Tasimacilik VE Servis Ticaret AS,0.000016,Consumer Discretionary,Turkey,,TRY
,2326,Zhejiang Yongtai Technology Co Ltd,0.000016,Materials,China,,CNY
,600928,Bank of Xi'an Co Ltd,0.000016,Financials,China,,CNY
,2405,NavInfo Co Ltd,0.000016,Communication Services,China,,CNY
,688686,OPT Machine Vision Tech Co Ltd,0.000016,Industrials,China,,CNY
,KCAER,Kocaer Celik Sanayi Ve Ticaret AS,0.000016,Materials,Turkey,,TRY
,603712,Tianjin 712 Communication & Broadcasting Co Ltd,0.000016,Communication Services,China,,CNY
,GRTHO,Grainturk Tarim AS,0.000016,Consumer Staples,Turkey,,TRY
,,Hypera SA,0.000016,Empty,Brazil,,BRL
,603613,Beijing United Information Technology Co Ltd,0.000016,Information Technology,China,,CNY
,800,FAW Jiefang Group Co Ltd,0.000016,Consumer Discretionary,China,,CNY
,600,Jointo Energy Investment Co Ltd Hebei,0.000016,Utilities,China,,CNY
,SELEC,"Selcuk Ecza Deposu Ticaret ve Sanayi A,S,",0.000016,Consumer Staples,Turkey,,TRY
,28,China National Accord Medicines Corp Ltd,0.000016,Consumer Staples,China,,CNY
,601098,China South Publishing & Media Group Co Ltd,0.000016,Consumer Discretionary,China,,CNY
,600717,Tianjin Port Co Ltd,0.000015,Industrials,China,,CNY
,200012,CSG Holding Co Ltd,0.000015,Industrials,China,,CNY
,2945,Chinalin Securities Co Ltd,0.000015,Financials,China,,CNY
,OTOEL,Autohellas Tourist and Trading SA,0.000015,Consumer Discretionary,Greece,,EUR
,600252,Guangxi Wuzhou Zhongheng Group Co Ltd,0.000015,Health Care,China,,CNY
,39,China International Marine Containers Group Co Ltd,0.000015,Industrials,China,,CNY
,2500,Shanxi Securities Co Ltd,0.000015,Financials,China,,CNY
,300957,Yunnan Botanee Bio-Technology Group Co Ltd,0.000015,Consumer Discretionary,China,,CNY
,301301,Yili Chuanning Biotechnology Co Ltd,0.000015,Health Care,China,,CNY
,600017,Rizhao Port Co Ltd,0.000015,Industrials,China,,CNY
,739,Apeloa Pharmaceutical Co Ltd,0.000015,Health Care,China,,CNY
,601928,Jiangsu Phoenix Publishing & Media Corp Ltd,0.000015,Consumer Discretionary,China,,CNY
,2761,Zhejiang Construction Investment Group Co Ltd,0.000015,Industrials,China,,CNY
