ISIN,Ticker,Name,Weight,Sector,Country,Asset class,Currency
,2330,Taiwan Semiconductor Manufacturing Co Ltd,0.139988,Information Technology,Taiwan,,TWD
,700,Tencent Holdings Ltd,0.039983,Information Technology,Hong Kong,,HKD
,9988,Alibaba Group Holding Ltd,0.028407,Consumer Discretionary,Hong Kong,,HKD
,RELIANCE,Reliance Industries Ltd,0.010091,Energy,India,,INR
,939,China Construction Bank Corp,0.009748,Financials,Hong Kong,,HKD
,HDFCB,HDFC Bank Ltd,0.009125,Financials,India,,INR
,2308,Delta Electronics Inc,0.008716,Industrials,Taiwan,,TWD
,PDD,PDD Holdings Inc,0.008129,Information Technology,United States,,USD
,2317,Hon Hai Precision Industry Co Ltd,0.007475,Information Technology,Taiwan,,TWD
,1810,Xiaomi Corp,0.007318,Communication Services,Hong Kong,,HKD
,1398,Industrial & Commercial Bank of China Ltd,0.007282,Financials,Hong Kong,,HKD
,2454,MediaTek Inc,0.007142,Information Technology,Taiwan,,TWD
,ICICIBC,ICICI Bank Ltd,0.007005,Financials,India,,INR
,VALE3,Vale SA,0.005918,Materials,Brazil,,BRL
,3690,Meituan,0.005896,Information Technology,Hong Kong,,HKD
,RJHI,Al Rajhi Bank,0.005814,Financials,Saudi Arabia,,SAR
,BHARTI,Bharti Airtel Ltd,0.005809,Communication Services,India,,INR
,1211,BYD Co Ltd,0.005171,Consumer Discretionary,Hong Kong,,HKD
,2318,Ping An Insurance Group Co of China Ltd,0.005122,Financials,Hong Kong,,HKD
,ANG,Anglogold Ashanti Plc,0.005053,Materials,South Africa,,ZAR
,ITUB4,Itau Unibanco Holding SA,0.004844,Financials,Brazil,,BRL
,INFO,Infosys Ltd,0.004746,Information Technology,India,,INR
,ARAMCO,Saudi Arabian Oil Co,0.004499,Energy,Saudi Arabia,,SAR
,3988,Bank of China Ltd,0.004492,Financials,Hong Kong,,HKD
,PETR4,Petroleo Brasileiro SA,0.004402,Energy,Brazil,,BRL
,GFI,Gold Fields Ltd,0.004161,Materials,South Africa,,ZAR
,9999,NetEase Inc,0.004146,Consumer Discretionary,Hong Kong,,HKD
,PETR3,Petroleo Brasileiro SA,0.004014,Energy,Brazil,,BRL
,NPN,Naspers Ltd,0.004008,Information Technology,South Africa,,ZAR
,9618,"JD,com Inc",0.003583,Consumer Discretionary,Hong Kong,,HKD
,3711,ASE Technology Holding Co Ltd,0.003496,Information Technology,Taiwan,,TWD
,SNB,Saudi National Bank/The,0.003381,Financials,Saudi Arabia,,SAR
,GFNORTEO,Grupo Financiero Banorte SAB de CV,0.00332,Financials,Mexico,,MXN
,KFH,Kuwait Finance House KSCP,0.003315,Financials,Kuwait,,KWD
,GMEXICOB,Grupo Mexico SAB de CV,0.003196,Materials,Mexico,,MXN
,9888,Baidu Inc,0.003049,Information Technology,Hong Kong,,HKD
,9961,"Trip,com Group Ltd",0.003043,Consumer Discretionary,Hong Kong,,HKD
,MM,Mahindra & Mahindra Ltd,0.003014,Consumer Discretionary,India,,INR
,2891,CTBC Financial Holding Co Ltd,0.002988,Financials,Taiwan,,TWD
,857,PetroChina Co Ltd,0.002976,Energy,Hong Kong,,HKD
,AXSB,Axis Bank Ltd,0.002932,Financials,India,,INR
,FSR,FirstRand Ltd,0.002814,Financials,South Africa,,ZAR
,2899,Zijin Mining Group Co Ltd,0.002732,Materials,Hong Kong,,HKD
,TCS,Tata Consultancy Services Ltd,0.002641,Information Technology,India,,INR
,LT,Larsen & Toubro Ltd,0.002618,Industrials,India,,INR
,OTP,OTP Bank Nyrt,0.002556,Financials,Hungary,,HUF
,NBK,National Bank of Kuwait SAKP,0.002523,Financials,Kuwait,,KWD
,BAF,Bajaj Finance Ltd,0.00248,Financials,India,,INR
,3968,China Merchants Bank Co Ltd,0.002471,Financials,Hong Kong,,HKD
,2628,China Life Insurance Co Ltd,0.00247,Financials,Hong Kong,,HKD
,2345,Accton Technology Corp,0.002447,Communication Services,Taiwan,,TWD
,MAADEN,Saudi Arabian Mining Co,0.002429,Materials,Saudi Arabia,,SAR
,2383,Elite Material Co Ltd,0.002424,Information Technology,Taiwan,,TWD
,2382,Quanta Computer Inc,0.002407,Information Technology,Taiwan,,TWD
,SBK,Standard Bank Group Ltd,0.002393,Financials,South Africa,,ZAR
,DELTA/F,Delta Electronics Thailand PCL,0.002362,Information Technology,Thailand,,THB
,2881,Fubon Financial Holding Co Ltd,0.002322,Financials,Taiwan,,TWD
,1288,Agricultural Bank of China Ltd,0.002271,Financials,Hong Kong,,HKD
,VAL,Valterra Platinum Ltd,0.002265,Materials,South Africa,,ZAR
,STC,Saudi Telecom Co,0.002213,Communication Services,Saudi Arabia,,SAR
,MAY,Malayan Banking Bhd,0.00221,Financials,Malaysia,,MYR
,2882,Cathay Financial Holding Co Ltd,0.002163,Financials,Taiwan,,TWD
,CPI,Capitec Bank Holdings Ltd,0.002157,Financials,South Africa,,ZAR
,2303,United Microelectronics Corp,0.002153,Information Technology,Taiwan,,TWD
,FAB,First Abu Dhabi Bank PJSC,0.002152,Financials,United Arab Emirates,,AED
,QNBK,Qatar National Bank QPSC,0.00214,Financials,Qatar,,QAR
,KMB,Kotak Mahindra Bank Ltd,0.002121,Financials,India,,INR
,3017,Asia Vital Components Co Ltd,0.002105,Information Technology,Taiwan,,TWD
,EMAAR,Emaar Properties PJSC,0.002087,Real Estate,United Arab Emirates,,AED
,AMXB,America Movil SAB de CV,0.002079,Communication Services,Mexico,,MXN
,1088,China Shenhua Energy Co Ltd,0.002078,Energy,Hong Kong,,HKD
,SUNP,Sun Pharmaceutical Industries Ltd,0.002072,Health Care,India,,INR
,BBDC4,Banco Bradesco SA,0.002016,Financials,Brazil,,BRL
,SBIN,State Bank of India,0.002,Financials,India,,INR
,HUVR,Hindustan Unilever Ltd,0.001994,Consumer Staples,India,,INR
,FEMSAUBD,Fomento Economico Mexicano SAB de CV,0.001981,Consumer Staples,Mexico,,MXN
,MTN,MTN Group Ltd,0.001975,Communication Services,South Africa,,ZAR
,BBCA,Bank Central Asia Tbk PT,0.001957,Financials,Indonesia,,IDR
,NTPC,NTPC Ltd,0.001947,Utilities,India,,INR
,B3SA3,B3 SA - Brasil Bolsa Balcao,0.001945,Financials,Brazil,,BRL
,3037,Unimicron Technology Corp,0.001933,Information Technology,Taiwan,,TWD
,600519,Kweichow Moutai Co Ltd,0.00192,Consumer Staples,China,,CNY
,300750,Contemporary Amperex Technology Co Ltd,0.001882,Industrials,China,,CNY
,EAND,Emirates Telecommunications Group Co PJSC,0.001853,Communication Services,United Arab Emirates,,AED
,6160,BeOne Medicines Ltd,0.001832,Health Care,Hong Kong,,HKD
,CEMEXCPO,Cemex SAB de CV,0.001812,Industrials,Mexico,,MXN
,1801,Innovent Biologics Inc,0.001805,Health Care,Hong Kong,,HKD
,9987,Yum China Holdings Inc,0.001804,Consumer Discretionary,Hong Kong,,HKD
,175,Geely Automobile Holdings Ltd,0.001764,Consumer Discretionary,Hong Kong,,HKD
,TATA,Tata Steel Ltd,0.001762,Materials,India,,INR
,PBK,Public Bank Bhd,0.00176,Financials,Malaysia,,MYR
,MSIL,Maruti Suzuki India Ltd,0.001759,Consumer Discretionary,India,,INR
,2360,Chroma ATE Inc,0.001751,Industrials,Taiwan,,TWD
,WALMEX*,Wal-Mart de Mexico SAB de CV,0.001701,Consumer Discretionary,Mexico,,MXN
,1024,Kuaishou Technology,0.001696,Information Technology,Hong Kong,,HKD
,2887,TS Financial Holding Co Ltd,0.001688,Financials,Taiwan,,TWD
,ITSA4,Itausa SA,0.001659,Financials,Brazil,,BRL
,2412,Chunghwa Telecom Co Ltd,0.001652,Communication Services,Taiwan,,TWD
,CIMB,CIMB Group Holdings Bhd,0.001632,Financials,Malaysia,,MYR
,2269,Wuxi Biologics Cayman Inc,0.001609,Health Care,Hong Kong,,HKD
,2884,"E,Sun Financial Holding Co Ltd",0.001606,Financials,Taiwan,,TWD
,2885,Yuanta Financial Holding Co Ltd,0.001606,Financials,Taiwan,,TWD
,TNB,Tenaga Nasional Bhd,0.001598,Utilities,Malaysia,,MYR
,BHE,Bharat Electronics Ltd,0.00159,Industrials,India,,INR
,TTAN,Titan Co Ltd,0.001578,Consumer Discretionary,India,,INR
,HCLT,HCL Technologies Ltd,0.001552,Information Technology,India,,INR
,WEGE3,WEG SA,0.001539,Industrials,Brazil,,BRL
,SBSP3,Cia de Saneamento Basico do Estado de Sao Paulo SABESP,0.001517,Utilities,Brazil,,BRL
,SABIC,Saudi Basic Industries Corp,0.001513,Materials,Saudi Arabia,,SAR
,2886,Mega Financial Holding Co Ltd,0.001496,Financials,Taiwan,,TWD
,PWGR,Power Grid Corp of India Ltd,0.001486,Utilities,India,,INR
,1378,China Hongqiao Group Ltd,0.001457,Materials,Hong Kong,,HKD
,HNDL,Hindalco Industries Ltd,0.001425,Materials,India,,INR
,UTCEM,UltraTech Cement Ltd,0.00142,Industrials,India,,INR
,BPAC11,Banco BTG Pactual SA,0.001393,Financials,Brazil,,BRL
,EMIRATES,Emirates NBD Bank PJSC,0.001375,Financials,United Arab Emirates,,AED
,AXIA3,Axia Energia,0.00137,Utilities,Brazil,,BRL
,PTT/F,PTT PCL,0.001354,Energy,Thailand,,THB
,386,China Petroleum & Chemical Corp,0.001349,Energy,Hong Kong,,HKD
,ETE,National Bank of Greece SA,0.001349,Financials,Greece,,EUR
,ABEV3,Ambev SA,0.001338,Consumer Staples,Brazil,,BRL
,BBRI,Bank Rakyat Indonesia Persero Tbk PT,0.001322,Financials,Indonesia,,IDR
,IMP,Impala Platinum Holdings Ltd,0.001322,Materials,South Africa,,ZAR
,2328,PICC Property & Casualty Co Ltd,0.001311,Financials,Hong Kong,,HKD
,SHFL,Shriram Finance Ltd,0.001308,Financials,India,,INR
,ICT,International Container Terminal Services Inc,0.001307,Industrials,Philippines,,PHP
,9868,XPeng Inc,0.001281,Consumer Discretionary,Hong Kong,,HKD
,9992,Pop Mart International Group Ltd,0.001277,Consumer Discretionary,Hong Kong,,HKD
,BMRI,Bank Mandiri Persero Tbk PT,0.001259,Financials,Indonesia,,IDR
,ADVANC/F,Advanced Info Service PCL,0.00125,Communication Services,Thailand,,THB
,2327,Yageo Corp,0.00125,Information Technology,Taiwan,,TWD
,2020,ANTA Sports Products Ltd,0.001249,Consumer Discretionary,Hong Kong,,HKD
,2357,Asustek Computer Inc,0.001227,Information Technology,Taiwan,,TWD
,2890,SinoPac Financial Holdings Co Ltd,0.001224,Financials,Taiwan,,TWD
,3231,Wistron Corp,0.001215,Information Technology,Taiwan,,TWD
,9926,Akeso Inc,0.001213,Health Care,Hong Kong,,HKD
,RIBL,Riyad Bank,0.001209,Financials,Saudi Arabia,,SAR
,SQM/B,Sociedad Quimica y Minera de Chile SA,0.001208,Materials,Chile,,CLP
,1303,Nan Ya Plastics Corp,0.001208,Materials,Taiwan,,TWD
,ONGC,Oil & Natural Gas Corp Ltd,0.001194,Energy,India,,INR
,VEDL,Vedanta Ltd,0.001181,Materials,India,,INR
,QIBK,Qatar Islamic Bank QPSC,0.001181,Financials,Qatar,,QAR
,ETERNAL,Zomato Ltd,0.00115,Information Technology,India,,INR
,ABG,Absa Group Ltd,0.001143,Financials,South Africa,,ZAR
,9633,Nongfu Spring Co Ltd,0.001134,Consumer Staples,Hong Kong,,HKD
,COAL,Coal India Ltd,0.001129,Energy,India,,INR
,1216,Uni-President Enterprises Corp,0.001128,Consumer Staples,Taiwan,,TWD
,3750,Contemporary Amperex Technology Co Ltd,0.001123,Industrials,Hong Kong,,HKD
,1109,China Resources Land Ltd,0.001121,Real Estate,Hong Kong,,HKD
,ADCB,Abu Dhabi Commercial Bank PJSC,0.001118,Financials,United Arab Emirates,,AED
,6669,Wiwynn Corp,0.001115,Information Technology,Taiwan,,TWD
,2015,Li Auto Inc,0.001108,Consumer Discretionary,Hong Kong,,HKD
,ACWA,ACWA Power Co,0.001107,Utilities,Saudi Arabia,,SAR
,2601,China Pacific Insurance Group Co Ltd,0.001103,Financials,Hong Kong,,HKD
,ADSEZ,Adani Ports & Special Economic Zone Ltd,0.001091,Industrials,India,,INR
,2057,ZTO Express Cayman Inc,0.001089,Industrials,Hong Kong,,HKD
,APNT,Asian Paints Ltd,0.001076,Industrials,India,,INR
,5274,ASPEED Technology Inc,0.001071,Information Technology,Taiwan,,TWD
,GAPB,Grupo Aeroportuario del Pacifico SAB de CV,0.00106,Industrials,Mexico,,MXN
,JSTL,JSW Steel Ltd,0.001059,Materials,India,,INR
,EMBJ3,Embraer SA,0.001058,Industrials,Brazil,,BRL
,PRIO3,PRIO SA/Brazil,0.001039,Energy,Brazil,,BRL
,SABB,Saudi Awwal Bank,0.001038,Financials,Saudi Arabia,,SAR
,1179,H World Group Ltd,0.001035,Consumer Discretionary,Hong Kong,,HKD
,9866,NIO Inc,0.001032,Consumer Discretionary,Hong Kong,,HKD
,AC*,Arca Continental SAB de CV,0.001031,Consumer Staples,Mexico,,MXN
,2880,Hua Nan Financial Holdings Co Ltd,0.001025,Financials,Taiwan,,TWD
,3653,Jentech Precision Industrial Co Ltd,0.001021,Information Technology,Taiwan,,TWD
,2892,First Financial Holding Co Ltd,0.001016,Financials,Taiwan,,TWD
,3665,Bizlink Holding Inc,0.001013,Information Technology,Taiwan,,TWD
,2883,KGI Financial Holding Co Ltd,0.00101,Financials,Taiwan,,TWD
,EUROB,Eurobank SA,0.001001,Financials,Greece,,EUR
,ALINMA,Alinma Bank,0.001,Financials,Saudi Arabia,,SAR
,6223,MPI Corp,0.00099,Information Technology,Taiwan,,TWD
,EIM,Eicher Motors Ltd,0.000982,Consumer Discretionary,India,,INR
,1093,CSPC Pharmaceutical Group Ltd,0.000978,Health Care,Hong Kong,,HKD
,GRASIM,Grasim Industries Ltd,0.000969,Industrials,India,,INR
,TECHM,Tech Mahindra Ltd,0.000963,Information Technology,India,,INR
,2449,King Yuan Electronics Co Ltd,0.00096,Information Technology,Taiwan,,TWD
,2368,Gold Circuit Electronics Ltd,0.000958,Information Technology,Taiwan,,TWD
,ITC,ITC Ltd,0.000957,Consumer Staples,India,,INR
,6869,Yangtze Optical Fibre & Cable Joint Stock Ltd Co,0.000955,Communication Services,Hong Kong,,HKD
,SAFCO,SABIC Agri-Nutrients Co,0.000951,Materials,Saudi Arabia,,SAR
,2423,KE Holdings Inc,0.000947,Real Estate,Hong Kong,,HKD
,998,China CITIC Bank Corp Ltd,0.000923,Financials,Hong Kong,,HKD
,2344,Winbond Electronics Corp,0.000919,Information Technology,Taiwan,,TWD
,TPEIR,Piraeus Bank SA,0.000916,Financials,Greece,,EUR
,NEST,Nestle India Ltd,0.000904,Consumer Staples,India,,INR
,ASELS,Aselsan Elektronik Sanayi Ve Ticaret AS,0.000904,Industrials,Turkey,,TRY
,PFCIBEST,Grupo Cibest SA,0.000896,Financials,Colombia,,COP
,2301,Lite-On Technology Corp,0.000896,Information Technology,Taiwan,,TWD
,TMCV,Tata Motors Ltd /new,0.000893,Industrials,India,,INR
,SLM,Sanlam Ltd,0.000883,Financials,South Africa,,ZAR
,ADANI,Adani Power Ltd,0.00088,Utilities,India,,INR
,SSW,Sibanye Stillwater Ltd,0.000876,Materials,South Africa,,ZAR
,TVSL,TVS Motor Co Ltd,0.000876,Consumer Discretionary,India,,INR
,ADIB,Abu Dhabi Islamic Bank PJSC,0.000875,Financials,United Arab Emirates,,AED
,600036,China Merchants Bank Co Ltd,0.000871,Financials,China,,CNY
,HAR,Harmony Gold Mining Co Ltd,0.000869,Materials,South Africa,,ZAR
,PE&OLES*,Industrias Penoles SAB de CV,0.000866,Materials,Mexico,,MXN
,SOL,Sasol Ltd,0.000862,Materials,South Africa,,ZAR
,ALDAR,Aldar Properties PJSC,0.000858,Real Estate,United Arab Emirates,,AED
,SBILIFE,SBI Life Insurance Co Ltd,0.000856,Financials,India,,INR
,CHILE,Banco de Chile,0.000851,Financials,Chile,,CLP
,DIVI,Divi's Laboratories Ltd,0.000848,Health Care,India,,INR
,DRRD,Dr Reddy's Laboratories Ltd,0.000841,Health Care,India,,INR
,BID,Bid Corp Ltd,0.000841,Consumer Staples,South Africa,,ZAR
,GULF/F,Gulf Development PCL,0.000839,Utilities,Thailand,,THB
,9901,New Oriental Education & Technology Group Inc,0.000838,Consumer Discretionary,Hong Kong,,HKD
,RENT3,Localiza Rent a Car SA,0.000837,Consumer Discretionary,Brazil,,BRL
,TLKM,Telkom Indonesia Persero Tbk PT,0.000836,Communication Services,Indonesia,,IDR
,EQTL3,Equatorial SA,0.000835,Utilities,Brazil,,BRL
,CEZ,CEZ AS,0.000831,Utilities,Czech Republic,,CZK
,KBANK/F,Kasikornbank PCL,0.000827,Financials,Thailand,,THB
,DSY,Discovery Ltd,0.000826,Financials,South Africa,,ZAR
,8299,Phison Electronics Corp,0.000826,Information Technology,Taiwan,,TWD
,APHS,Apollo Hospitals Enterprise Ltd,0.000825,Health Care,India,,INR
,INDIGO,InterGlobe Aviation Ltd,0.000824,Consumer Discretionary,India,,INR
,5880,Taiwan Cooperative Financial Holding Co Ltd,0.000811,Financials,Taiwan,,TWD
,1519,J&T Global Express Ltd,0.000801,Industrials,Hong Kong,,HKD
,MAXHEALT,Max Healthcare Institute Ltd,0.000799,Health Care,India,,INR
,TLV,Banca Transilvania SA,0.000796,Financials,Romania,,RON
,9660,Horizon Robotics,0.000789,Information Technology,Hong Kong,,HKD
,BBAS3,Banco do Brasil SA,0.000789,Financials,Brazil,,BRL
,3993,CMOC Group Ltd,0.000788,Materials,Hong Kong,,HKD
,CPALL/F,CP ALL PCL,0.000786,Consumer Staples,Thailand,,THB
,267,CITIC Ltd,0.000781,Industrials,Hong Kong,,HKD
,YZJSGD,Yangzijiang Shipbuilding Holdings Ltd,0.000778,Industrials,Singapore,,SGD
,1177,Sino Biopharmaceutical Ltd,0.000777,Health Care,Hong Kong,,HKD
,JIOFIN,Jio Financial Services Ltd,0.000777,Financials,India,,INR
,SHP,Shoprite Holdings Ltd,0.000776,Consumer Staples,South Africa,,ZAR
,ASII,Astra International Tbk PT,0.000771,Consumer Discretionary,Indonesia,,IDR
,2379,Realtek Semiconductor Corp,0.000766,Information Technology,Taiwan,,TWD
,SCB/F,SCB X PCL,0.000765,Financials,Thailand,,THB
,CIPLA,Cipla Ltd/India,0.000763,Health Care,India,,INR
,RDOR3,Rede D'Or Sao Luiz SA,0.000762,Health Care,Brazil,,BRL
,1347,Hua Hong Semiconductor Ltd,0.000752,Information Technology,Hong Kong,,HKD
,NPH,Northam Platinum Holdings Ltd,0.000747,Materials,South Africa,,ZAR
,PMAH,Press Metal Aluminium Holdings Bhd,0.000742,Materials,Malaysia,,MYR
,NED,Nedbank Group Ltd,0.000739,Financials,South Africa,,ZAR
,601899,Zijin Mining Group Co Ltd,0.000738,Materials,China,,CNY
,HNAL,Hindustan Aeronautics Ltd,0.000737,Industrials,India,,INR
,SULAIMAN,Dr Sulaiman Al Habib Medical Services Group Co,0.000735,Health Care,Saudi Arabia,,SAR
,HMCL,Hero MotoCorp Ltd,0.000733,Consumer Discretionary,India,,INR
,TATACONS,Tata Consumer Products Ltd,0.000729,Consumer Staples,India,,INR
,VBBR3,Vibra Energia SA,0.000724,Energy,Brazil,,BRL
,IHH,IHH Healthcare Bhd,0.000722,Health Care,Malaysia,,MYR
,3034,Novatek Microelectronics Corp,0.000722,Information Technology,Taiwan,,TWD
,600900,China Yangtze Power Co Ltd,0.000721,Utilities,China,,CNY
,2408,Nanya Technology Corp,0.00072,Information Technology,Taiwan,,TWD
,LTM,Latam Airlines Group SA,0.000716,Consumer Discretionary,Chile,,CLP
,TPWR,Tata Power Co Ltd/The,0.000714,Utilities,India,,INR
,1818,Zhaojin Mining Industry Co Ltd,0.000711,Materials,Hong Kong,,HKD
,SUZB3,Suzano SA,0.000707,Materials,Brazil,,BRL
,2603,Evergreen Marine Corp Taiwan Ltd,0.000706,Industrials,Taiwan,,TWD
,EEC,Etihad Etisalat Co,0.000703,Communication Services,Saudi Arabia,,SAR
,300,Midea Group Co Ltd,0.000695,Consumer Discretionary,Hong Kong,,HKD
,DEWA,Dubai Electricity & Water Authority PJSC,0.000695,Utilities,United Arab Emirates,,AED
,2338,Weichai Power Co Ltd,0.000695,Industrials,Hong Kong,,HKD
,2002,China Steel Corp,0.000694,Materials,Taiwan,,TWD
,BIMAS,BIM Birlesik Magazalar AS,0.000691,Consumer Staples,Turkey,,TRY
,BJFIN,Bajaj Finserv Ltd,0.00069,Financials,India,,INR
,2319,China Mengniu Dairy Co Ltd,0.000688,Consumer Staples,Hong Kong,,HKD
,BRIT,Britannia Industries Ltd,0.000688,Consumer Staples,India,,INR
,300308,Zhongji Innolight Co Ltd,0.000686,Communication Services,China,,CNY
,20,SenseTime Group Inc,0.000685,Information Technology,Hong Kong,,HKD
,KKC,Cummins India Ltd,0.000676,Industrials,India,,INR
,BSF,Banque Saudi Fransi,0.000675,Financials,Saudi Arabia,,SAR
,TMPV,Tata Motors Passenger Vehicles Limited,0.000674,Consumer Discretionary,India,,INR
,PTTEP/F,PTT Exploration & Production PCL,0.000672,Energy,Thailand,,THB
,TRENT,Trent Ltd,0.000668,Consumer Discretionary,India,,INR
,2359,WuXi AppTec Co Ltd,0.000666,Health Care,Hong Kong,,HKD
,601318,Ping An Insurance Group Co of China Ltd,0.000665,Financials,China,,CNY
,KTB/F,Krung Thai Bank PCL,0.000662,Financials,Thailand,,THB
,788,China Tower Corp Ltd,0.000658,Communication Services,Hong Kong,,HKD
,9626,Bilibili Inc,0.000658,Information Technology,Hong Kong,,HKD
,6618,JD Health International Inc,0.000657,Consumer Staples,Hong Kong,,HKD
,BJAUT,Bajaj Auto Ltd,0.000652,Consumer Discretionary,India,,INR
,1301,Formosa Plastics Corp,0.00065,Industrials,Taiwan,,TWD
,VIVT3,Telefonica Brasil SA,0.000648,Communication Services,Brazil,,BRL
,DMART,Avenue Supermarts Ltd,0.000648,Consumer Staples,India,,INR
,3008,Largan Precision Co Ltd,0.000647,Information Technology,Taiwan,,TWD
,2688,ENN Energy Holdings Ltd,0.000646,Utilities,Hong Kong,,HKD
,6690,Haier Smart Home Co Ltd,0.000642,Consumer Discretionary,Hong Kong,,HKD
,601138,Foxconn Industrial Internet Co Ltd,0.000642,Communication Services,China,,CNY
,CIFC,Cholamandalam Investment and Finance Co Ltd,0.000638,Financials,India,,INR
,3661,Alchip Technologies Ltd,0.000638,Information Technology,Taiwan,,TWD
,2331,Li Ning Co Ltd,0.000636,Consumer Discretionary,Hong Kong,,HKD
,3328,Bank of Communications Co Ltd,0.000634,Financials,Hong Kong,,HKD
,2594,BYD Co Ltd,0.000634,Consumer Discretionary,China,,CNY
,RADL3,Raia Drogasil SA,0.000633,Consumer Staples,Brazil,,BRL
,AOT/F,Airports of Thailand PCL,0.000632,Industrials,Thailand,,THB
,YMM,Full Truck Alliance Co Ltd,0.000629,Industrials,United States,,USD
,1339,People's Insurance Co Group of China Ltd/The,0.000628,Financials,Hong Kong,,HKD
,601398,Industrial & Commercial Bank of China Ltd,0.000625,Financials,China,,CNY
,BPCL,Bharat Petroleum Corp Ltd,0.000625,Energy,India,,INR
,ADNOCGAS,Adnoc Gas PLC,0.000624,Energy,United Arab Emirates,,AED
,HDFCLIFE,HDFC Life Insurance Co Ltd,0.000624,Financials,India,,INR
,LPC,Lupin Ltd,0.000623,Health Care,India,,INR
,1658,Postal Savings Bank of China Co Ltd,0.000621,Financials,Hong Kong,,HKD
,INDUSTOW,Indus Towers Ltd,0.000619,Communication Services,India,,INR
,BDMS/F,Bangkok Dusit Medical Services PCL,0.000617,Health Care,Thailand,,THB
,DIB,Dubai Islamic Bank PJSC,0.000616,Financials,United Arab Emirates,,AED
,1171,Yankuang Energy Group Co Ltd,0.000616,Energy,Hong Kong,,HKD
,601288,Agricultural Bank of China Ltd,0.000615,Financials,China,,CNY
,ALPHA,Alpha Bank SA,0.000613,Financials,Greece,,EUR
,POWF,Power Finance Corp Ltd,0.000611,Financials,India,,INR
,IQCD,Industries Qatar QSC,0.00061,Materials,Qatar,,QAR
,1336,New China Life Insurance Co Ltd,0.000606,Financials,Hong Kong,,HKD
,3036,WT Microelectronics Co Ltd,0.000596,Information Technology,Taiwan,,TWD
,BSE,BSE Ltd,0.000594,Financials,India,,INR
,ALMARAI,Almarai Co JSC,0.000594,Consumer Staples,Saudi Arabia,,SAR
,COMI,Commercial International Bank - Egypt (CIB),0.000593,Financials,Egypt,,EGP
,WPRO,Wipro Ltd,0.000587,Information Technology,India,,INR
,REM,Remgro Ltd,0.000585,Financials,South Africa,,ZAR
,3443,Global Unichip Corp,0.000583,Information Technology,Taiwan,,TWD
,688,China Overseas Land & Investment Ltd,0.00058,Real Estate,Hong Kong,,HKD
,VBL,Varun Beverages Ltd,0.000578,Consumer Staples,India,,INR
,2059,King Slide Works Co Ltd,0.000576,Materials,Taiwan,,TWD
,3529,eMemory Technology Inc,0.000576,Information Technology,Taiwan,,TWD
,SDG,SD Guthrie Bhd,0.000576,Consumer Staples,Malaysia,,MYR
,CPLE3,Cia Paranaense de Energia - Copel,0.000575,Utilities,Brazil,,BRL
,3481,Innolux Corp,0.000575,Information Technology,Taiwan,,TWD
,PSYS,Persistent Systems Ltd,0.000572,Information Technology,India,,INR
,IOCL,Indian Oil Corp Ltd,0.000569,Energy,India,,INR
,ALBI,Bank AlBilad,0.000563,Financials,Saudi Arabia,,SAR
,TUPRS,Turkiye Petrol Rafinerileri AS,0.00056,Energy,Turkey,,TRY
,6770,Powerchip Semiconductor Manufacturing Corp,0.000558,Information Technology,Taiwan,,TWD
,ASURB,Grupo Aeroportuario del Sureste SAB de CV,0.000553,Industrials,Mexico,,MXN
,2600,Aluminum Corp of China Ltd,0.000552,Materials,Hong Kong,,HKD
,6446,PharmaEssentia Corp,0.00055,Health Care,Taiwan,,TWD
,1530,3SBio Inc,0.000548,Health Care,Hong Kong,,HKD
,3692,Hansoh Pharmaceutical Group Co Ltd,0.000547,Health Care,Hong Kong,,HKD
,MOL,MOL Hungarian Oil & Gas PLC,0.000545,Energy,Hungary,,HUF
,291,China Resources Beer Holdings Co Ltd,0.000544,Consumer Staples,Hong Kong,,HKD
,5871,Chailease Holding Co Ltd,0.000542,Financials,Taiwan,,TWD
,FALAB,Falabella SA,0.000541,Consumer Discretionary,Chile,,CLP
,IH,Indian Hotels Co Ltd/The,0.000541,Consumer Discretionary,India,,INR
,POLICYBZ,PB Fintech Ltd,0.000539,Financials,India,,INR
,ARNB,Arab National Bank,0.000538,Financials,Saudi Arabia,,SAR
,4904,Far EasTone Telecommunications Co Ltd,0.000534,Communication Services,Taiwan,,TWD
,BCI,Banco de Credito e Inversiones SA,0.000533,Financials,Chile,,CLP
,2POINTZE,Two Point Zero Group PJSC,0.000533,Financials,United Arab Emirates,,AED
,FB,Federal Bank Ltd,0.000532,Financials,India,,INR
,3293,International Games System Co Ltd,0.000528,Consumer Discretionary,Taiwan,,TWD
,BSAN,Banco Santander Chile,0.000523,Financials,Chile,,CLP
,MOTHERSO,Samvardhana Motherson International Ltd,0.000519,Consumer Discretionary,India,,INR
,688041,Hygon Information Technology Co Ltd,0.000519,Information Technology,China,,CNY
,1101,TCC Group Holdings Co Ltd,0.000518,Industrials,Taiwan,,TWD
,KCHOL,KOC Holding AS,0.000517,Energy,Turkey,,TRY
,3533,Lotes Co Ltd,0.000513,Information Technology,Taiwan,,TWD
,ADE,Adani Enterprises Ltd,0.000512,Industrials,India,,INR
,NRP,NEPI Rockcastle NV,0.000511,Real Estate,South Africa,,ZAR
,2801,Chang Hwa Commercial Bank Ltd,0.00051,Financials,Taiwan,,TWD
,1326,Formosa Chemicals & Fibre Corp,0.000507,Materials,Taiwan,,TWD
