ISIN,Name,Sector,Asset Class,Weight,Country,Currency
,LIGAND PHARMACEUTICALS INC,Health Care,Equity,0.0004,United States,USD
,YAKULT HONSHA LTD,Consumer Staples,Equity,0.0004,Japan,JPY
,SECTRA CLASS B,Health Care,Equity,0.0004,Sweden,SEK
,VALVOLINE INC,Consumer Discretionary,Equity,0.0004,United States,USD
,TOREX GOLD RESOURCES INC,Materials,Equity,0.0004,Canada,CAD
,MDA SPACE LTD,Industrials,Equity,0.0004,Canada,CAD
,ASSURED GUARANTY LTD,Financials,Equity,0.0004,United States,USD
,NOF CORP,Materials,Equity,0.0004,Japan,JPY
,SERVISFIRST BANCSHARES INC,Financials,Equity,0.0004,United States,USD
,TANGER INC,Real Estate,Equity,0.0004,United States,USD
,KINTETSU GROUP HOLDINGS LTD,Industrials,Equity,0.0004,Japan,JPY
,DOWNER EDI LTD,Industrials,Equity,0.0004,Australia,AUD
,AGL ENERGY LTD,Utilities,Equity,0.0004,Australia,AUD
,VIRTU FINANCIAL INC CLASS A,Financials,Equity,0.0004,United States,USD
,CALIFORNIA RESOURCES CORP,Energy,Equity,0.0004,United States,USD
,NORTHWESTERN ENERGY GROUP INC,Utilities,Equity,0.0004,United States,USD
,UMICORE SA,Materials,Equity,0.0004,Belgium,EUR
,COMMVAULT SYSTEMS INC,Information Technology,Equity,0.0004,United States,USD
,DOLBY LABORATORIES INC CLASS A,Information Technology,Equity,0.0004,United States,USD
,BABCOCK INTERNATIONAL GROUP PLC,Industrials,Equity,0.0004,United Kingdom,GBP
,CAMPBELL SOUP,Consumer Staples,Equity,0.0004,United States,USD
,SPHERE ENTERTAINMENT CLASS A,Communication Services,Equity,0.0004,United States,USD
,MITSUBISHI GAS CHEMICAL INC,Materials,Equity,0.0004,Japan,JPY
,SUMITOMO FORESTRY LTD,Consumer Discretionary,Equity,0.0004,Japan,JPY
,NUVALENT INC CLASS A,Health Care,Equity,0.0004,United States,USD
,LIFE TIME GROUP HOLDINGS INC,Consumer Discretionary,Equity,0.0004,United States,USD
,KULICKE AND SOFFA INDUSTRIES INC,Information Technology,Equity,0.0004,United States,USD
,ASBURY AUTOMOTIVE GROUP INC,Consumer Discretionary,Equity,0.0004,United States,USD
,NORTHLAND POWER INC,Utilities,Equity,0.0004,Canada,CAD
,KBC ANCORA NV,Financials,Equity,0.0004,Belgium,EUR
,BROADSTONE NET LEASE INC,Real Estate,Equity,0.0004,United States,USD
,SKY PERFECT JSAT CORP,Communication Services,Equity,0.0004,Japan,JPY
,DENTSU GROUP INC,Communication Services,Equity,0.0004,Japan,JPY
,HIROSE ELECTRIC LTD,Information Technology,Equity,0.0004,Japan,JPY
,JAPAN STEEL WORKS LTD,Industrials,Equity,0.0004,Japan,JPY
,WPP PLC,Communication Services,Equity,0.0004,United Kingdom,GBP
,MITSUBISHI MATERIALS CORP,Materials,Equity,0.0004,Japan,JPY
,GUNMA BANK LTD,Financials,Equity,0.0004,Japan,JPY
,TOSOH CORP,Materials,Equity,0.0004,Japan,JPY
,VISTANCE NETWORKS INC,Information Technology,Equity,0.0004,United States,USD
,TUI N AG,Consumer Discretionary,Equity,0.0004,United Kingdom,EUR
,SHAKE SHACK INC CLASS A,Consumer Discretionary,Equity,0.0004,United States,USD
,TAYLOR WIMPEY PLC,Consumer Discretionary,Equity,0.0004,United Kingdom,GBP
,MAZDA MOTOR CORP,Consumer Discretionary,Equity,0.0004,Japan,JPY
,MERIT MEDICAL SYSTEMS INC,Health Care,Equity,0.0004,United States,USD
,PRICESMART INC,Consumer Staples,Equity,0.0004,United States,USD
,ADEIA INC,Information Technology,Equity,0.0004,United States,USD
,77 BANK LTD,Financials,Equity,0.0004,Japan,JPY
,SEEK LTD,Communication Services,Equity,0.0004,Australia,AUD
,USS LTD,Consumer Discretionary,Equity,0.0004,Japan,JPY
,FRANKLIN ELECTRIC INC,Industrials,Equity,0.0004,United States,USD
,EASTERN BANKSHARES INC,Financials,Equity,0.0004,United States,USD
,BANCA GENERALI,Financials,Equity,0.0004,Italy,EUR
,TELEPERFORMANCE,Industrials,Equity,0.0004,France,EUR
,RENASANT CORP,Financials,Equity,0.0004,United States,USD
,KADANT INC,Industrials,Equity,0.0004,United States,USD
,WORLEY LTD,Industrials,Equity,0.0004,Australia,AUD
,SUNRISE N CLASS A LTD,Communication Services,Equity,0.0004,Switzerland,CHF
,BRADY NONVOTING CORP CLASS A,Industrials,Equity,0.0004,United States,USD
,NICHIAS CORP,Industrials,Equity,0.0004,Japan,JPY
,FLATEXDEGIRO N,Financials,Equity,0.0004,Germany,EUR
,SAPPORO HOLDINGS LTD,Consumer Staples,Equity,0.0004,Japan,JPY
,AXT INC,Information Technology,Equity,0.0004,United States,USD
,LIBERTY LIVE HOLDINGS INC SERIES C,Consumer Discretionary,Equity,0.0004,United States,USD
,WILLSCOT HOLDINGS CORP CLASS A,Industrials,Equity,0.0004,United States,USD
,FREENET AG,Communication Services,Equity,0.0004,Germany,EUR
,HASEKO CORP,Consumer Discretionary,Equity,0.0004,Japan,JPY
,VICTORIA S SECRET,Consumer Discretionary,Equity,0.0004,United States,USD
,MIVNE REAL ESTATE LTD,Real Estate,Equity,0.0004,Israel,ILS
,TWIST BIOSCIENCE CORP,Health Care,Equity,0.0004,United States,USD
,AZBIL CORP,Information Technology,Equity,0.0004,Japan,JPY
,POWER INTEGRATIONS INC,Information Technology,Equity,0.0004,United States,USD
,UOL GROUP LTD,Real Estate,Equity,0.0004,Singapore,SGD
,THK LTD,Industrials,Equity,0.0004,Japan,JPY
,ERASCA INC,Health Care,Equity,0.0004,United States,USD
,KION GROUP AG,Industrials,Equity,0.0004,Germany,EUR
,ATLAS ARTERIA STAPLED UNITS,Industrials,Equity,0.0004,Australia,AUD
,ACADEMY SPORTS AND OUTDOORS INC,Consumer Discretionary,Equity,0.0004,United States,USD
,NOMURA REAL ESTATE MASTER FUND REI,Real Estate,Equity,0.0004,Japan,JPY
,INDEPENDENCE REALTY INC,Real Estate,Equity,0.0004,United States,USD
,MATERION CORP,Materials,Equity,0.0004,United States,USD
,METLEN ENERGY & METALS PLC,Industrials,Equity,0.0004,Greece,EUR
,INTERNATIONAL BANCSHARES CORP,Financials,Equity,0.0004,United States,USD
,BILL HOLDINGS INC,Information Technology,Equity,0.0004,United States,USD
,PAN AFRICAN RESOURCES PLC,Materials,Equity,0.0004,United Kingdom,GBP
,MODEC INC,Energy,Equity,0.0004,Japan,JPY
,SERVICETITAN INC CLASS A,Information Technology,Equity,0.0004,United States,USD
,FLSMIDTH AND CO CLASS B,Industrials,Equity,0.0004,Denmark,DKK
,OPENLANE INC,Industrials,Equity,0.0004,United States,USD
,WEST FRASER TIMBER LTD,Materials,Equity,0.0004,Canada,CAD
,CENTERRA GOLD INC,Materials,Equity,0.0004,Canada,CAD
,MAPLETREE INDUSTRIAL UNITS TRUST,Real Estate,Equity,0.0004,Singapore,SGD
,NATIONAL HEALTH INVESTORS REIT INC,Real Estate,Equity,0.0004,United States,USD
,ENDEAVOUR GROUP LTD,Consumer Staples,Equity,0.0004,Australia,AUD
,NABTESCO CORP,Industrials,Equity,0.0004,Japan,JPY
,M I HOMES INC,Consumer Discretionary,Equity,0.0004,United States,USD
,CHOICE HOTELS INTERNATIONAL INC,Consumer Discretionary,Equity,0.0004,United States,USD
,FIRST FINANCIAL BANKSHARES INC,Financials,Equity,0.0004,United States,USD
,ADT INC,Consumer Discretionary,Equity,0.0004,United States,USD
,BGC GROUP INC CLASS A,Financials,Equity,0.0004,United States,USD
,VIKING THERAPEUTICS INC,Health Care,Equity,0.0004,United States,USD
,DUOLINGO INC CLASS A,Consumer Discretionary,Equity,0.0004,United States,USD
,WHIRLPOOL CORP,Consumer Discretionary,Equity,0.0004,United States,USD
,QUILTER PLC,Financials,Equity,0.0004,United Kingdom,GBP
,J.FRONT RETAILING LTD,Consumer Discretionary,Equity,0.0004,Japan,JPY
,LINCOLN NATIONAL CORP,Financials,Equity,0.0004,United States,USD
,KILROY REALTY REIT CORP,Real Estate,Equity,0.0004,United States,USD
,INDEPENDENT BANK CORP,Financials,Equity,0.0004,United States,USD
,PBF ENERGY INC CLASS A,Energy,Equity,0.0004,United States,USD
,ARCHER AVIATION INC CLASS A,Industrials,Equity,0.0004,United States,USD
,SQUARE ENIX HLDG LTD,Communication Services,Equity,0.0004,Japan,JPY
,SENSIENT TECHNOLOGIES CORP,Materials,Equity,0.0004,United States,USD
,PHOTRONICS INC,Information Technology,Equity,0.0004,United States,USD
,SULZER AG,Industrials,Equity,0.0004,Switzerland,CHF
,SILGAN HOLDINGS INC,Materials,Equity,0.0004,United States,USD
,MITSUI E&S LTD,Industrials,Equity,0.0004,Japan,JPY
,AROUNDTOWN SA,Real Estate,Equity,0.0004,Germany,EUR
,BADGER METER INC,Information Technology,Equity,0.0003,United States,USD
,OCEANEERING INTERNATIONAL INC,Energy,Equity,0.0003,United States,USD
,ALLIED GOLD CORP,Materials,Equity,0.0003,Canada,CAD
,CACTUS INC CLASS A,Energy,Equity,0.0003,United States,USD
,NORDIC SEMICONDUCTOR,Information Technology,Equity,0.0003,Norway,NOK
,IRHYTHM HOLDINGS INC,Health Care,Equity,0.0003,United States,USD
,WESDOME GOLD MINES LTD,Materials,Equity,0.0003,Canada,CAD
,FULTON FINANCIAL CORP,Financials,Equity,0.0003,United States,USD
,RADNET INC,Health Care,Equity,0.0003,United States,USD
,PEGASYSTEMS INC,Information Technology,Equity,0.0003,United States,USD
,REMITLY GLOBAL INC,Financials,Equity,0.0003,United States,USD
,ALIGNMENT HEALTHCARE INC,Health Care,Equity,0.0003,United States,USD
,DENISON MINES CORP,Energy,Equity,0.0003,Canada,CAD
,BRIGHTHOUSE FINANCIAL INC,Financials,Equity,0.0003,United States,USD
,MANDATUM,Financials,Equity,0.0003,Finland,EUR
,APOGEE THERAPEUTICS INC,Health Care,Equity,0.0003,United States,USD
,TUTOR PERINI CORP,Industrials,Equity,0.0003,United States,USD
,TRANSMEDICS GROUP INC,Health Care,Equity,0.0003,United States,USD
,CAL MAINE FOODS INC,Consumer Staples,Equity,0.0003,United States,USD
,CHEMOURS,Materials,Equity,0.0003,United States,USD
,AXFOOD,Consumer Staples,Equity,0.0003,Sweden,SEK
,NH FOODS LTD,Consumer Staples,Equity,0.0003,Japan,JPY
,CITY DEVELOPMENTS LTD,Real Estate,Equity,0.0003,Singapore,SGD
,CLEANAWAY WASTE MANAGEMENT LTD,Industrials,Equity,0.0003,Australia,AUD
,FASTLY INC CLASS A,Information Technology,Equity,0.0003,United States,USD
,EXPONENT INC,Industrials,Equity,0.0003,United States,USD
,MAXIMUS INC,Industrials,Equity,0.0003,United States,USD
,CYBER AGENT INC,Communication Services,Equity,0.0003,Japan,JPY
,HAMAMATSU PHOTONICS,Information Technology,Equity,0.0003,Japan,JPY
,COPT DEFENSE PROPERTIES,Real Estate,Equity,0.0003,United States,USD
,WESBANCO INC,Financials,Equity,0.0003,United States,USD
,INCHCAPE PLC,Consumer Discretionary,Equity,0.0003,United Kingdom,GBP
,NIPPON PROLOGIS REIT INC,Real Estate,Equity,0.0003,Japan,JPY
,OJI HOLDINGS CORP,Materials,Equity,0.0003,Japan,JPY
,PARAMOUNT SKYDANCE CORP CLASS B,Communication Services,Equity,0.0003,United States,USD
,NISHI-NIPPON FINANCIAL HOLDINGS IN,Financials,Equity,0.0003,Japan,JPY
,MIRUM PHARMACEUTICALS INC,Health Care,Equity,0.0003,United States,USD
,CRINETICS PHARMACEUTICALS INC,Health Care,Equity,0.0003,United States,USD
,SYNAPTICS INC,Information Technology,Equity,0.0003,United States,USD
,PIRELLI & C,Consumer Discretionary,Equity,0.0003,Italy,EUR
,ADVANCE AUTO PARTS INC,Consumer Discretionary,Equity,0.0003,United States,USD
,GLP J-REIT REIT,Real Estate,Equity,0.0003,Japan,JPY
,PATRICK INDUSTRIES INC,Consumer Discretionary,Equity,0.0003,United States,USD
,PJT PARTNERS INC CLASS A,Financials,Equity,0.0003,United States,USD
,TRAVERE THERAPEUTICS INC,Health Care,Equity,0.0003,United States,USD
,FIRST HAWAIIAN INC,Financials,Equity,0.0003,United States,USD
,GRAHAM HOLDINGS COMPANY CLASS B,Consumer Discretionary,Equity,0.0003,United States,USD
,PUMA,Consumer Discretionary,Equity,0.0003,Germany,EUR
,UNITED COMMUNITY BANKS INC,Financials,Equity,0.0003,United States,USD
,GS YUASA CORP,Consumer Discretionary,Equity,0.0003,Japan,JPY
,CRANSWICK PLC,Consumer Staples,Equity,0.0003,United Kingdom,GBP
,CARGURUS INC CLASS A,Communication Services,Equity,0.0003,United States,USD
,BOK FINANCIAL CORP,Financials,Equity,0.0003,United States,USD
,HOSHIZAKI CORP,Industrials,Equity,0.0003,Japan,JPY
,AVIENT CORP,Materials,Equity,0.0003,United States,USD
,CARNIVAL PLC,Consumer Discretionary,Equity,0.0003,United Kingdom,GBP
,INTUITIVE MACHINES INC CLASS A,Industrials,Equity,0.0003,United States,USD
,BOYD GROUP SERVICES INC,Industrials,Equity,0.0003,Canada,CAD
,ITV PLC,Communication Services,Equity,0.0003,United Kingdom,GBP
,LIVANOVA PLC,Health Care,Equity,0.0003,United States,USD
,YETI HOLDINGS INC,Consumer Discretionary,Equity,0.0003,United States,USD
,SECURE WASTE INFRASTRUCTURE CORP,Energy,Equity,0.0003,Canada,CAD
,BOX INC CLASS A,Information Technology,Equity,0.0003,United States,USD
,GARRETT MOTION INC,Consumer Discretionary,Equity,0.0003,United States,USD
,TAKASHIMAYA LTD,Consumer Discretionary,Equity,0.0003,Japan,JPY
,SIGNET JEWELERS LTD,Consumer Discretionary,Equity,0.0003,United States,USD
,UNICAJA BANCO SA,Financials,Equity,0.0003,Spain,EUR
,WSFS FINANCIAL CORP,Financials,Equity,0.0003,United States,USD
,FIRST BANCORP,Financials,Equity,0.0003,United States,USD
,AVISTA CORP,Utilities,Equity,0.0003,United States,USD
,POLARIS INC,Consumer Discretionary,Equity,0.0003,United States,USD
,ROYAL UNIBREW,Consumer Staples,Equity,0.0003,Denmark,DKK
,HUHTAMAKI,Materials,Equity,0.0003,Finland,EUR
,SEACOAST BANKING OF FLORIDA,Financials,Equity,0.0003,United States,USD
,INDIVIOR PHARMACEUTICALS INC,Health Care,Equity,0.0003,United States,USD
,TECHNOGYM,Consumer Discretionary,Equity,0.0003,Italy,EUR
,TAG IMMOBILIEN AG,Real Estate,Equity,0.0003,Germany,EUR
,CREDIT ACCEPTANCE CORP,Financials,Equity,0.0003,United States,USD
,SWECO CLASS B,Industrials,Equity,0.0003,Sweden,SEK
,APPFOLIO INC CLASS A,Information Technology,Equity,0.0003,United States,USD
,VIENNA INSURANCE GROUP AG,Financials,Equity,0.0003,Austria,EUR
,LEONARDO DRS INC,Industrials,Equity,0.0003,United States,USD
,STANDEX INTERNATIONAL CORP,Industrials,Equity,0.0003,United States,USD
,BAYTEX ENERGY CORP,Energy,Equity,0.0003,Canada,CAD
,CREDIT SAISON LTD,Financials,Equity,0.0003,Japan,JPY
,HERC HOLDINGS INC,Industrials,Equity,0.0003,United States,USD
,CENTURY ALUMINUM,Materials,Equity,0.0003,United States,USD
,SOUNDHOUND AI INC CLASS A,Information Technology,Equity,0.0003,United States,USD
,LIFE360 INC,Information Technology,Equity,0.0003,United States,USD
,MORGAN SINDALL GROUP PLC,Industrials,Equity,0.0003,United Kingdom,GBP
,FORTUNA MINING CORP,Materials,Equity,0.0003,Canada,CAD
,HELMERICH & PAYNE INC,Energy,Equity,0.0003,United States,USD
,SUMITOMO HEAVY INDUSTRIES LTD,Industrials,Equity,0.0003,Japan,JPY
,HIROGIN HOLDINGS INC,Financials,Equity,0.0003,Japan,JPY
,PALOMAR HOLDINGS INC,Financials,Equity,0.0003,United States,USD
,TRANSALTA CORP,Utilities,Equity,0.0003,Canada,CAD
,NIPPON ELECTRIC GLASS LTD,Information Technology,Equity,0.0003,Japan,JPY
,MENORAH MIVTACHIM HOLDINGS LTD,Financials,Equity,0.0003,Israel,ILS
,SCHOLAR ROCK HOLDING CORP,Health Care,Equity,0.0003,United States,USD
,DELEK GROUP LTD,Energy,Equity,0.0003,Israel,ILS
,LOOMIS CLASS B,Industrials,Equity,0.0003,Sweden,SEK
,PRIMARY HEALTH PROPERTIES REIT PLC,Real Estate,Equity,0.0003,United Kingdom,GBP
,AALBERTS NV,Industrials,Equity,0.0003,Netherlands,EUR
,LIONTOWN LTD,Materials,Equity,0.0003,Australia,AUD
,ATCO LTD CLASS I,Utilities,Equity,0.0003,Canada,CAD
,AMERICOLD REALTY INC TRUST,Real Estate,Equity,0.0003,United States,USD
,SPYRE THERAPEUTICS INC,Health Care,Equity,0.0003,United States,USD
,HAYWARD HOLDINGS INC,Industrials,Equity,0.0003,United States,USD
,TOHOKU ELECTRIC POWER INC,Utilities,Equity,0.0003,Japan,JPY
,ARIS MINING CORP,Materials,Equity,0.0003,Canada,CAD
,EURONET WORLDWIDE INC,Financials,Equity,0.0003,United States,USD
,GLOBAL E ONLINE LTD,Consumer Discretionary,Equity,0.0003,Israel,USD
,PEYTO EXPLORATION & DEVELOPMENT CO,Energy,Equity,0.0003,Canada,CAD
,AMERICAN STATES WATER,Utilities,Equity,0.0003,United States,USD
,PEABODY ENERGY CORP,Energy,Equity,0.0003,United States,USD
,DANIELI & C OFFICINE MECCANICHE SA,Industrials,Equity,0.0003,Italy,EUR
,DOWA HOLDINGS LTD,Materials,Equity,0.0003,Japan,JPY
,COMET HOLDING AG,Information Technology,Equity,0.0003,Switzerland,CHF
,NATIONAL STORAGE AFFILIATES TRUST,Real Estate,Equity,0.0003,United States,USD
,SOITEC SA,Information Technology,Equity,0.0003,France,EUR
,ELECTRIC POWER DEVELOPMENT LTD,Utilities,Equity,0.0003,Japan,JPY
,SOTERA HEALTH COMPANY,Health Care,Equity,0.0003,United States,USD
,BANK OF QUEENSLAND LTD,Financials,Equity,0.0003,Australia,AUD
,TOBU RAILWAY LTD,Industrials,Equity,0.0003,Japan,JPY
,IVECO GROUP NV,Industrials,Equity,0.0003,Italy,EUR
,ARCELLX INC,Health Care,Equity,0.0003,United States,USD
,IMPINJ INC,Information Technology,Equity,0.0003,United States,USD
,HITACHI CONSTRUCTION MACHINERY LTD,Industrials,Equity,0.0003,Japan,JPY
,VISHAY INTERTECHNOLOGY INC,Information Technology,Equity,0.0003,United States,USD
,EXEO GROUP INC,Industrials,Equity,0.0003,Japan,JPY
,KORN FERRY,Industrials,Equity,0.0003,United States,USD
,INTEGER HOLDINGS CORP,Health Care,Equity,0.0003,United States,USD
,BLACKSTONE MORTGAGE TRUST REIT CLA,Financials,Equity,0.0003,United States,USD
,ALLFUNDS GROUP PLC,Financials,Equity,0.0003,Netherlands,EUR
,STEADFAST GROUP LTD,Financials,Equity,0.0003,Australia,AUD
,VAULT MINERALS LTD,Materials,Equity,0.0003,Australia,AUD
,MIGDAL INSURANCE AND FINANCIAL HOL,Financials,Equity,0.0003,Israel,ILS
,NCR ATLEOS CORP,Financials,Equity,0.0003,United States,USD
,VENTIA SERVICES GROUP LTD,Industrials,Equity,0.0003,Australia,AUD
,RINGCENTRAL INC CLASS A,Information Technology,Equity,0.0003,United States,USD
,COMSYS HOLDINGS CORP,Industrials,Equity,0.0003,Japan,JPY
,PENNON GROUP PLC,Utilities,Equity,0.0003,United Kingdom,GBP
,FDJ UNITED,Consumer Discretionary,Equity,0.0003,France,EUR
,LXP INDUSTRIAL TRUST,Real Estate,Equity,0.0003,United States,USD
,NISSIN FOODS HOLDINGS LTD,Consumer Staples,Equity,0.0003,Japan,JPY
,NIKON CORP,Consumer Discretionary,Equity,0.0003,Japan,JPY
,SPROTT INC,Financials,Equity,0.0003,Canada,CAD
,JGC HOLDINGS CORP,Industrials,Equity,0.0003,Japan,JPY
,PENSKE AUTOMOTIVE GROUP VOTING INC,Consumer Discretionary,Equity,0.0003,United States,USD
,PARSONS CORP,Industrials,Equity,0.0003,United States,USD
,GENTING SINGAPORE LTD,Consumer Discretionary,Equity,0.0003,Singapore,SGD
,OTTER TAIL CORP,Utilities,Equity,0.0003,United States,USD
,HILTON GRAND VACATIONS INC,Consumer Discretionary,Equity,0.0003,United States,USD
,WIENERBERGER AG,Materials,Equity,0.0003,Austria,EUR
,CG ONCOLOGY INC,Health Care,Equity,0.0003,United States,USD
,ZIM INTEGRATED SHIPPING SERVICES L,Industrials,Equity,0.0003,Israel,USD
,CENTRUS ENERGY CORP CLASS A,Energy,Equity,0.0003,United States,USD
,DAIWA HOUSE REIT CORP,Real Estate,Equity,0.0003,Japan,JPY
,CATHAY GENERAL BANCORP,Financials,Equity,0.0003,United States,USD
,KYNDRYL HOLDINGS INC,Information Technology,Equity,0.0003,United States,USD
,DELONGHI,Consumer Discretionary,Equity,0.0003,Italy,EUR
,ZETA GLOBAL HOLDINGS CORP CLASS A,Information Technology,Equity,0.0003,United States,USD
,OSCAR HEALTH INC CLASS A,Financials,Equity,0.0003,United States,USD
,PAR PACIFIC HOLDINGS INC,Energy,Equity,0.0003,United States,USD
,NOMURA REAL ESTATE HOLDINGS INC,Real Estate,Equity,0.0003,Japan,JPY
,VICTORY CAPITAL HOLDINGS CLASS A I,Financials,Equity,0.0003,United States,USD
,HAWKINS INC,Materials,Equity,0.0003,United States,USD
,GRIFFON CORP,Industrials,Equity,0.0003,United States,USD
,FREEDOM HOLDING CORP,Financials,Equity,0.0003,United States,USD
,SANTEN PHARMACEUTICAL LTD,Health Care,Equity,0.0003,Japan,JPY
,NHK SPRING LTD,Consumer Discretionary,Equity,0.0003,Japan,JPY
,APELLIS PHARMACEUTICALS INC,Health Care,Equity,0.0003,United States,USD
,NLIGHT INC,Information Technology,Equity,0.0003,United States,USD
,BRUNELLO CUCINELLI,Consumer Discretionary,Equity,0.0003,Italy,EUR
,Q2 HOLDINGS INC,Information Technology,Equity,0.0003,United States,USD
,CAPRICORN METALS LTD DEF,Materials,Equity,0.0003,Australia,AUD
,HB FULLER,Materials,Equity,0.0003,United States,USD
,VENTURE CORPORATION LTD,Information Technology,Equity,0.0003,Singapore,SGD
,TBC BANK GROUP PLC,Financials,Equity,0.0003,United Kingdom,GBP
,YAMATO KOGYO LTD,Materials,Equity,0.0003,Japan,JPY
,NMI HOLDINGS INC,Financials,Equity,0.0003,United States,USD
,INTERPUMP GROUP,Industrials,Equity,0.0003,Italy,EUR
,TOMRA SYSTEMS,Industrials,Equity,0.0003,Norway,NOK
,BLACKBERRY LTD,Information Technology,Equity,0.0003,Canada,CAD
,ANRITSU CORP,Information Technology,Equity,0.0003,Japan,JPY
,SACYR SA,Industrials,Equity,0.0003,Spain,EUR
,BANKUNITED INC,Financials,Equity,0.0003,United States,USD
,SHIMAMURA LTD,Consumer Discretionary,Equity,0.0003,Japan,JPY
,INTERNATIONAL SEAWAYS INC,Energy,Equity,0.0003,United States,USD
,NATIONAL STORAGE REIT STAPLED UNIT,Real Estate,Equity,0.0003,Australia,AUD
,FUCHS PREF,Materials,Equity,0.0003,Germany,EUR
,SATS LTD,Industrials,Equity,0.0003,Singapore,SGD
,COMMUNITY FINANCIAL SYSTEM INC,Financials,Equity,0.0003,United States,USD
,TGS NOPEC GEOPHYSICAL,Energy,Equity,0.0003,Norway,NOK
,MUNTERS GROUP,Industrials,Equity,0.0003,Sweden,SEK
,CLEANSPARK INC,Information Technology,Equity,0.0003,United States,USD
,GENWORTH FINANCIAL INC,Financials,Equity,0.0003,United States,USD
,EMERALD RESOURCES,Materials,Equity,0.0003,Australia,AUD
,TOWNEBANK,Financials,Equity,0.0003,United States,USD
,MAIRE SPA,Industrials,Equity,0.0003,Italy,EUR
,PCCW LTD,Communication Services,Equity,0.0003,Hong Kong,HKD
,BACHEM HOLDING AG,Health Care,Equity,0.0003,Switzerland,CHF
,ORIX JREIT REIT INC,Real Estate,Equity,0.0003,Japan,JPY
,ODAKYU ELECTRIC RAILWAY LTD,Industrials,Equity,0.0003,Japan,JPY
,BELLWAY PLC,Consumer Discretionary,Equity,0.0003,United Kingdom,GBP
,TOKYO METRO LTD,Industrials,Equity,0.0003,Japan,JPY
,GIBSON ENERGY INC,Energy,Equity,0.0003,Canada,CAD
,TERNS PHARMACEUTICALS INC,Health Care,Equity,0.0003,United States,USD
,SL GREEN REALTY REIT CORP,Real Estate,Equity,0.0003,United States,USD
,WD-40,Consumer Staples,Equity,0.0003,United States,USD
,PENNYMAC FINANCIAL SERVICES INC,Financials,Equity,0.0003,United States,USD
,RED ROCK RESORTS ORS CLASS A INC,Consumer Discretionary,Equity,0.0003,United States,USD
,GULFPORT ENERGY CORP,Energy,Equity,0.0003,United States,USD
,KYUSHU RAILWAY,Industrials,Equity,0.0003,Japan,JPY
,SILVERCORP METALS INC,Materials,Equity,0.0003,Canada,CAD
,CVB FINANCIAL CORP,Financials,Equity,0.0003,United States,USD
,DAVE INC CLASS A,Financials,Equity,0.0003,United States,USD
,KURARAY LTD,Materials,Equity,0.0003,Japan,JPY
,TECHNOPROBE SPA,Information Technology,Equity,0.0003,Italy,EUR
,PHINIA INC,Consumer Discretionary,Equity,0.0003,United States,USD
,SYMBOTIC INC CLASS A,Industrials,Equity,0.0003,United States,USD
,ANSELL LTD,Health Care,Equity,0.0003,Australia,AUD
,METHANEX CORP,Materials,Equity,0.0003,Canada,CAD
,CHESAPEAKE UTILITIES CORP,Utilities,Equity,0.0003,United States,USD
,COGENT BIOSCIENCES INC,Health Care,Equity,0.0003,United States,USD
,TP ICAP GROUP PLC,Financials,Equity,0.0003,United Kingdom,GBP
,SHAFTESBURY CAPITAL PLC,Real Estate,Equity,0.0003,United Kingdom,GBP
,CRESCENT ENERGY CLASS A,Energy,Equity,0.0003,United States,USD
,UNITED URBAN INVESTMENT REIT CORP,Real Estate,Equity,0.0003,Japan,JPY
,LCI INDUSTRIES,Consumer Discretionary,Equity,0.0003,United States,USD
,GPGI INC CLASS A,Information Technology,Equity,0.0003,United States,USD
,FRESHPET INC,Consumer Staples,Equity,0.0003,United States,USD
,CALIX NETWORKS INC,Information Technology,Equity,0.0003,United States,USD
,FRAPORT FRANKFURT AIRPORT SERVICES,Industrials,Equity,0.0003,Germany,EUR
,CINEMARK HOLDINGS INC,Communication Services,Equity,0.0003,United States,USD
,SHUFERSAL LTD,Consumer Staples,Equity,0.0003,Israel,ILS
,GITLAB INC CLASS A,Information Technology,Equity,0.0003,United States,USD
,TOYO TIRE CORP,Consumer Discretionary,Equity,0.0003,Japan,JPY
,INGEVITY CORP,Materials,Equity,0.0003,United States,USD
,NOVAGOLD RESOURCES INC,Materials,Equity,0.0003,Canada,CAD
,KENNAMETAL INC,Industrials,Equity,0.0003,United States,USD
,NETLINK NBN TRUST UNITS,Communication Services,Equity,0.0003,Singapore,SGD
,IMMUNITYBIO INC,Health Care,Equity,0.0003,United States,USD
,PAZ RETAIL AND ENERGY LTD SHR,Energy,Equity,0.0003,Israel,ILS
,QUANTUMSCAPE CORP CLASS A,Consumer Discretionary,Equity,0.0003,United States,USD
,ATS CORP,Industrials,Equity,0.0003,Canada,CAD
,UACJ CORP,Materials,Equity,0.0003,Japan,JPY
,DORMAN PRODUCTS INC,Consumer Discretionary,Equity,0.0003,United States,USD
,MARUI GROUP LTD,Financials,Equity,0.0003,Japan,JPY
,VEECO INSTRUMENTS INC,Information Technology,Equity,0.0003,United States,USD
,PARK NATIONAL CORP,Financials,Equity,0.0003,United States,USD
,AUTO1 GROUP,Consumer Discretionary,Equity,0.0003,Germany,EUR
,CCC INTELLIGENT SOLUTIONS HOLDINGS,Information Technology,Equity,0.0003,United States,USD
,DIGITALBRIDGE GROUP INC CLASS A,Financials,Equity,0.0003,United States,USD
,CENTURI HOLDINGS INC,Industrials,Equity,0.0003,United States,USD
