ISIN,Name,Sector,Asset Class,Weight,Country,Currency
,KONICA MINOLTA INC,Information Technology,Equity,0.0002,Japan,JPY
,FMC CORP,Materials,Equity,0.0002,United States,USD
,BANNER CORP,Financials,Equity,0.0002,United States,USD
,LINTEC CORP,Materials,Equity,0.0002,Japan,JPY
,LTC PROPERTIES REIT INC,Real Estate,Equity,0.0002,United States,USD
,BALDWIN INSURANCE GROUP INC CLASS,Financials,Equity,0.0002,United States,USD
,NCINO INC,Information Technology,Equity,0.0002,United States,USD
,IMAX CORP,Communication Services,Equity,0.0002,United States,USD
,KADOKAWA CORP,Communication Services,Equity,0.0002,Japan,JPY
,HYCROFT MINING HOLDING CLASS A,Materials,Equity,0.0002,United States,USD
,ULTRAGENYX PHARMACEUTICAL INC,Health Care,Equity,0.0002,United States,USD
,VGP NV,Real Estate,Equity,0.0002,Belgium,EUR
,DIAMONDROCK HOSPITALITY,Real Estate,Equity,0.0002,United States,USD
,NANKAI LTD,Industrials,Equity,0.0002,Japan,JPY
,HARVEY NORMAN HOLDINGS LTD,Consumer Discretionary,Equity,0.0002,Australia,AUD
,UNIVERSAL TECHNICAL INSTITUTE INC,Consumer Discretionary,Equity,0.0002,United States,USD
,COLUMBIA SPORTSWEAR,Consumer Discretionary,Equity,0.0002,United States,USD
,GOODYEAR TIRE & RUBBER,Consumer Discretionary,Equity,0.0002,United States,USD
,PARKWAY LIFE REIT TRUST,Real Estate,Equity,0.0002,Singapore,SGD
,OKI ELECTRIC INDUSTRY LTD,Information Technology,Equity,0.0002,Japan,JPY
,NAGOYA RAILROAD LTD,Industrials,Equity,0.0002,Japan,JPY
,CANADIAN APARTMENT PROPERTIES REAL,Real Estate,Equity,0.0002,Canada,CAD
,TKH GROUP NV,Industrials,Equity,0.0002,Netherlands,EUR
,KEIHAN HOLDINGS LTD,Industrials,Equity,0.0002,Japan,JPY
,EZAKI GLICO LTD,Consumer Staples,Equity,0.0002,Japan,JPY
,PATHWARD FINANCIAL INC,Financials,Equity,0.0002,United States,USD
,WALLENSTAM CLASS B,Real Estate,Equity,0.0002,Sweden,SEK
,VIVENDI,Communication Services,Equity,0.0002,France,EUR
,IMDEX LTD,Materials,Equity,0.0002,Australia,AUD
,4DMEDICAL LTD,Health Care,Equity,0.0002,Australia,AUD
,STARTS CORP INC,Real Estate,Equity,0.0002,Japan,JPY
,AGILYSYS INC,Information Technology,Equity,0.0002,United States,USD
,BEKAERT (D) SA,Materials,Equity,0.0002,Belgium,EUR
,WAYPOINT REIT STAPLED UNIT LTD,Real Estate,Equity,0.0002,Australia,AUD
,INTERNATIONAL WORKPLACE GROUP PLC,Real Estate,Equity,0.0002,United Kingdom,GBP
,COHEN & STEERS INC,Financials,Equity,0.0002,United States,USD
,SOUTHERN CROSS GOLD CONSOLIDATED L,Materials,Equity,0.0002,Canada,CAD
,SONOS INC,Consumer Discretionary,Equity,0.0002,United States,USD
,USA RARE EARTH INC CLASS A,Materials,Equity,0.0002,United States,USD
,MEIDENSHA CORP,Industrials,Equity,0.0002,Japan,JPY
,GRAIL INC,Health Care,Equity,0.0002,United States,USD
,QUANTUM COMPUTING INC,Information Technology,Equity,0.0002,United States,USD
,LABORATORIOS FARMACEUTICOS ROVI SA,Health Care,Equity,0.0002,Spain,EUR
,PENGUIN SOLUTIONS INC,Information Technology,Equity,0.0002,United States,USD
,STANLEY ELECTRIC LTD,Consumer Discretionary,Equity,0.0002,Japan,JPY
,NFI GROUP INC,Industrials,Equity,0.0002,Canada,CAD
,KEIYO BANK LTD,Financials,Equity,0.0002,Japan,JPY
,HUGO BOSS N AG,Consumer Discretionary,Equity,0.0002,Germany,EUR
,CURRYS PLC,Consumer Discretionary,Equity,0.0002,United Kingdom,GBP
,STEWART INFO SERVICES CORP,Financials,Equity,0.0002,United States,USD
,HELIOS TOWERS PLC,Communication Services,Equity,0.0002,United Kingdom,GBP
,AECON GROUP INC,Industrials,Equity,0.0002,Canada,CAD
,IREN,Utilities,Equity,0.0002,Italy,EUR
,REN REDES ENERGETICAS NACIONAIS SA,Utilities,Equity,0.0002,Portugal,EUR
,LANDIS+GYR GROUP AG,Information Technology,Equity,0.0002,Switzerland,CHF
,BREVILLE GROUP LTD,Consumer Discretionary,Equity,0.0002,Australia,AUD
,OMNICELL INC,Health Care,Equity,0.0002,United States,USD
,SYNDAX PHARMACEUTICALS INC,Health Care,Equity,0.0002,United States,USD
,COSMOS PHARMACEUTICAL CORP,Consumer Staples,Equity,0.0002,Japan,JPY
,ADEKA CORP,Materials,Equity,0.0002,Japan,JPY
,TRIGANO SA,Consumer Discretionary,Equity,0.0002,France,EUR
,MAGNITE INC,Communication Services,Equity,0.0002,United States,USD
,CENTURIA INDUSTR UNITS,Real Estate,Equity,0.0002,Australia,AUD
,BIC SA,Industrials,Equity,0.0002,France,EUR
,VERICEL CORP,Health Care,Equity,0.0002,United States,USD
,UNITI GROUP INC,Communication Services,Equity,0.0002,United States,USD
,FREEHOLD ROYALTIES LTD,Energy,Equity,0.0002,Canada,CAD
,H2O RETAILING CORP,Consumer Staples,Equity,0.0002,Japan,JPY
,CLAS OHLSON,Consumer Discretionary,Equity,0.0002,Sweden,SEK
,BLACKLINE INC,Information Technology,Equity,0.0002,United States,USD
,CAPRICOR THERAPEUTICS INC,Health Care,Equity,0.0002,United States,USD
,ARYZTA AG,Consumer Staples,Equity,0.0002,Switzerland,CHF
,ASGN INC,Information Technology,Equity,0.0002,United States,USD
,INTERFACE INC,Industrials,Equity,0.0002,United States,USD
,ORIGIN BANCORP INC,Financials,Equity,0.0002,United States,USD
,ACTIVIA PROPERTIES REIT INC,Real Estate,Equity,0.0002,Japan,JPY
,NEW WORLD DEVELOPMENT COMPANY LTD,Real Estate,Equity,0.0002,Hong Kong,HKD
,HAZAMA ANDO CORP,Industrials,Equity,0.0002,Japan,JPY
,TRAVIS PERKINS PLC,Industrials,Equity,0.0002,United Kingdom,GBP
,SIX FLAGS ENTERTAINMENT CORP,Consumer Discretionary,Equity,0.0002,United States,USD
,KOHLS CORP,Consumer Discretionary,Equity,0.0002,United States,USD
,OGAKI KYORITSU BANK LTD,Financials,Equity,0.0002,Japan,JPY
,FLOWERS FOODS INC,Consumer Staples,Equity,0.0002,United States,USD
,COHU INC,Information Technology,Equity,0.0002,United States,USD
,NEWELL BRANDS INC,Consumer Discretionary,Equity,0.0002,United States,USD
,LA-Z-BOY INC,Consumer Discretionary,Equity,0.0002,United States,USD
,HCI GROUP INC,Financials,Equity,0.0002,United States,USD
,NOJIMA CORP,Consumer Discretionary,Equity,0.0002,Japan,JPY
,LIBERTY LIVE HOLDINGS INC SERIES A,Consumer Discretionary,Equity,0.0002,United States,USD
,SHO-BOND HOLDINGS LTD,Industrials,Equity,0.0002,Japan,JPY
,BIRD CONSTRUCTION INC,Industrials,Equity,0.0002,Canada,CAD
,MIRAIT ONE CORP,Industrials,Equity,0.0002,Japan,JPY
,KUMAGAI LTD,Industrials,Equity,0.0002,Japan,JPY
,ASKER HEALTHCARE GROUP,Health Care,Equity,0.0002,Sweden,SEK
,ALAMO GROUP INC,Industrials,Equity,0.0002,United States,USD
,CITY HOLDING,Financials,Equity,0.0002,United States,USD
,BADGER INFRASTRUCTURE SOLUTIONS LT,Industrials,Equity,0.0002,Canada,CAD
,AMERICAN SUPERCONDUCTOR CORP,Industrials,Equity,0.0002,United States,USD
,TATE AND LYLE PLC,Consumer Staples,Equity,0.0002,United Kingdom,GBP
,SAFESTORE HOLDINGS PLC,Real Estate,Equity,0.0002,United Kingdom,GBP
,GREENCORE GROUP PLC,Consumer Staples,Equity,0.0002,United Kingdom,GBP
,FEDERAL AGRICULTURAL MORTGAGE NON,Financials,Equity,0.0002,United States,USD
,MAPLE LEAF FOODS INC,Consumer Staples,Equity,0.0002,Canada,CAD
,MAKINO MILLING MACHINE LTD,Industrials,Equity,0.0002,Japan,JPY
,CORVEL CORP,Health Care,Equity,0.0002,United States,USD
,CHOICE PROPERTIES REAL ESTATE INVE,Real Estate,Equity,0.0002,Canada,CAD
,JUNGHEINRICH PREF AG,Industrials,Equity,0.0002,Germany,EUR
,RICHELIEU HARDWARE LTD,Industrials,Equity,0.0002,Canada,CAD
,EUROCOMMERCIAL PROPERTIES NV,Real Estate,Equity,0.0002,Netherlands,EUR
,LANDBRIDGE COMPANY CLASS A,Real Estate,Equity,0.0002,United States,USD
,O I GLASS INC,Materials,Equity,0.0002,United States,USD
,LIVERAMP HOLDINGS INC,Information Technology,Equity,0.0002,United States,USD
,ELECTRA LTD,Industrials,Equity,0.0002,Israel,ILS
,HERBALIFE LTD,Consumer Staples,Equity,0.0002,United States,USD
,A G BARR PLC,Consumer Staples,Equity,0.0002,United Kingdom,GBP
,DAICEL CORP,Materials,Equity,0.0002,Japan,JPY
,RECURSION PHARMACEUTICALS INC CLAS,Health Care,Equity,0.0002,United States,USD
,BODYCOTE PLC,Industrials,Equity,0.0002,United Kingdom,GBP
,ADAPTIVE BIOTECHNOLOGIES CORP,Health Care,Equity,0.0002,United States,USD
,WALLENIUS WILHELMSEN,Industrials,Equity,0.0002,Norway,NOK
,WERELDHAVE NV,Real Estate,Equity,0.0002,Netherlands,EUR
,FRONTIER REAL ESTATE INVESTMENT TR,Real Estate,Equity,0.0002,Japan,JPY
,MITSUBISHI ESTATE LOGISTICS REIT C,Real Estate,Equity,0.0002,Japan,JPY
,RAMI LEVI CHAIN STORES HASHIKMA MA,Consumer Staples,Equity,0.0002,Israel,ILS
,LANCASHIRE HOLDINGS LTD,Financials,Equity,0.0002,United Kingdom,GBP
,RTL GROUP SA,Communication Services,Equity,0.0002,Germany,EUR
,NISSHINBO HOLDINGS INC,Industrials,Equity,0.0002,Japan,JPY
,ALM BRAND,Financials,Equity,0.0002,Denmark,DKK
,ATEA,Information Technology,Equity,0.0002,Norway,NOK
,DISC MEDICINE INC,Health Care,Equity,0.0002,United States,USD
,DO & CO AKTIENGESELLSCHAFT AG,Industrials,Equity,0.0002,Austria,EUR
,SENKO GROUP HOLDINGS LTD,Industrials,Equity,0.0002,Japan,JPY
,ADIENT PLC,Consumer Discretionary,Equity,0.0002,United States,USD
,FIGS INC CLASS A,Consumer Discretionary,Equity,0.0002,United States,USD
,BREEDON GROUP PLC,Materials,Equity,0.0002,United Kingdom,GBP
,SELECT MEDICAL HOLDINGS CORP,Health Care,Equity,0.0002,United States,USD
,HMS NETWORKS,Information Technology,Equity,0.0002,Sweden,SEK
,SINFONIA TECHNOLOGY LTD,Industrials,Equity,0.0002,Japan,JPY
,FLETCHER BUILDING LTD,Industrials,Equity,0.0002,New Zealand,NZD
,BREAD FINANCIAL HOLDINGS INC,Financials,Equity,0.0002,United States,USD
,LIBERTY GLOBAL LTD CLASS A,Communication Services,Equity,0.0002,United States,USD
,WATCHES OF SWITZERLAND GROUP PLC,Consumer Discretionary,Equity,0.0002,United Kingdom,GBP
,H. LUNDBECK CLASS B,Health Care,Equity,0.0002,Denmark,DKK
,ANI PHARMACEUTICALS INC,Health Care,Equity,0.0002,United States,USD
,ACEA,Utilities,Equity,0.0002,Italy,EUR
,ACADEMEDIA,Consumer Discretionary,Equity,0.0002,Sweden,SEK
,PHARMA MAR SA,Health Care,Equity,0.0002,Spain,EUR
,XENIA HOTELS RESORTS REIT INC,Real Estate,Equity,0.0002,United States,USD
,STARHILL GLOBAL REIT UNITS TRUST,Real Estate,Equity,0.0002,Singapore,SGD
,NORTHWEST BANCSHARES INC,Financials,Equity,0.0002,United States,USD
,ID LOGISTICS,Industrials,Equity,0.0002,France,EUR
,WALKER & DUNLOP INC,Financials,Equity,0.0002,United States,USD
,TELECOM PLUS PLC,Utilities,Equity,0.0002,United Kingdom,GBP
,NS SOLUTIONS CORP,Information Technology,Equity,0.0002,Japan,JPY
,MIURA LTD,Industrials,Equity,0.0002,Japan,JPY
,QCR HOLDINGS INC,Financials,Equity,0.0002,United States,USD
,SALLY BEAUTY HOLDINGS INC,Consumer Discretionary,Equity,0.0002,United States,USD
,NOS SGPS SA,Communication Services,Equity,0.0002,Portugal,EUR
,NELNET INC CLASS A,Financials,Equity,0.0002,United States,USD
,PARK24 LTD,Industrials,Equity,0.0002,Japan,JPY
,HILLMAN SOLUTIONS CORP,Industrials,Equity,0.0002,United States,USD
,TABCORP HOLDINGS LTD,Consumer Discretionary,Equity,0.0002,Australia,AUD
,ALBANY INTERNATIONAL CORP CLASS A,Industrials,Equity,0.0002,United States,USD
,AQ GROUP,Industrials,Equity,0.0002,Sweden,SEK
,SAVARIA CORP,Industrials,Equity,0.0002,Canada,CAD
,BRAZE INC CLASS A,Information Technology,Equity,0.0002,United States,USD
,ADDUS HOMECARE CORP,Health Care,Equity,0.0002,United States,USD
,VERIS RESIDENTIAL INC,Real Estate,Equity,0.0002,United States,USD
,TAKEUCHI MFG LTD,Industrials,Equity,0.0002,Japan,JPY
,SKYWARD SPECIALTY INSURANCE GROUP,Financials,Equity,0.0002,United States,USD
,JET2 PLC,Industrials,Equity,0.0002,United Kingdom,GBP
,BILLERUD KORSNAS,Materials,Equity,0.0002,Sweden,SEK
,CARMILA SA,Real Estate,Equity,0.0002,France,EUR
,HYSAN DEVELOPMENT LTD,Real Estate,Equity,0.0002,Hong Kong,HKD
,ECOVYST INC,Materials,Equity,0.0002,United States,USD
,SUNTEC REIT UNITS TRUST,Real Estate,Equity,0.0002,Singapore,SGD
,RELIANCE WORLDWIDE CORPORATION LTD,Industrials,Equity,0.0002,Australia,AUD
,BONESUPPORT HOLDING,Health Care,Equity,0.0002,Sweden,SEK
,AMS-OSRAM AG,Information Technology,Equity,0.0002,Switzerland,CHF
,BELLEVUE GOLD LTD,Materials,Equity,0.0002,Australia,AUD
,TOKYO CENTURY CORP,Financials,Equity,0.0002,Japan,JPY
,BIGBEAR.AI HOLDINGS INC,Information Technology,Equity,0.0002,United States,USD
,TRICO BANCSHARES,Financials,Equity,0.0002,United States,USD
,SIGMAROC PLC,Materials,Equity,0.0002,United Kingdom,GBP
,TOMPKINS FINANCIAL CORP,Financials,Equity,0.0002,United States,USD
,KAKAKU.COM INC,Communication Services,Equity,0.0002,Japan,JPY
,MITSUBISHI MOTORS CORP,Consumer Discretionary,Equity,0.0002,Japan,JPY
,STOKE THERAPEUTICS INC,Health Care,Equity,0.0002,United States,USD
,INTEGRAFIN HOLDINGS,Financials,Equity,0.0002,United Kingdom,GBP
,SOFTWAREONE HOLDING AG,Information Technology,Equity,0.0002,Switzerland,CHF
,FORMULA SYSTEMS LTD,Information Technology,Equity,0.0002,Israel,ILS
,MONEY FORWARD INC,Information Technology,Equity,0.0002,Japan,JPY
,YELLOW CAKE PLC,Energy,Equity,0.0002,United Kingdom,GBP
,EXTENDICARE INC,Health Care,Equity,0.0002,Canada,CAD
,SAFETY INSURANCE GROUP INC,Financials,Equity,0.0002,United States,USD
,HAMMERSON REIT PLC,Real Estate,Equity,0.0002,United Kingdom,GBP
,ARDELYX INC,Health Care,Equity,0.0002,United States,USD
,NEXTAGE LTD,Consumer Discretionary,Equity,0.0002,Japan,JPY
,BIOARCTIC CLASS B,Health Care,Equity,0.0002,Sweden,SEK
,ALUMIS INC,Health Care,Equity,0.0002,United States,USD
,ENERGEAN PLC,Energy,Equity,0.0002,United Kingdom,GBP
,TERRAVEST INDUSTRIES INC,Energy,Equity,0.0002,Canada,CAD
,PREMIER FOODS PLC,Consumer Staples,Equity,0.0002,United Kingdom,GBP
,ZOOMINFO TECHNOLOGIES INC,Communication Services,Equity,0.0002,United States,USD
,EASYJET PLC,Industrials,Equity,0.0002,United Kingdom,GBP
,EDGEWISE THERAPEUTICS INC,Health Care,Equity,0.0002,United States,USD
,UMIOS CORP,Consumer Staples,Equity,0.0002,Japan,JPY
,MATRIX IT LTD,Information Technology,Equity,0.0002,Israel,ILS
,OIL REFINERIES LTD,Energy,Equity,0.0002,Israel,ILS
,GORMAN-RUPP,Industrials,Equity,0.0002,United States,USD
,GLORY LTD,Industrials,Equity,0.0002,Japan,JPY
,HAMMOND POWER SOLUTIONS INC CLASS,Industrials,Equity,0.0002,Canada,CAD
,JAPAN SECURITIES FINANCE LTD,Financials,Equity,0.0002,Japan,JPY
,VERA THERAPEUTICS INC CLASS A,Health Care,Equity,0.0002,United States,USD
,DAIHEN CORP,Industrials,Equity,0.0002,Japan,JPY
,OKUMURA CORP,Industrials,Equity,0.0002,Japan,JPY
,THE KIYO BANK LTD,Financials,Equity,0.0002,Japan,JPY
,VIR BIOTECHNOLOGY INC,Health Care,Equity,0.0002,United States,USD
,DIC CORP,Materials,Equity,0.0002,Japan,JPY
,PACS GROUP INC,Health Care,Equity,0.0002,United States,USD
,MONARCH CASINO AND RESORT INC,Consumer Discretionary,Equity,0.0002,United States,USD
,MARUICHI STEEL TUBE LTD,Materials,Equity,0.0002,Japan,JPY
,SUMITOMO WAREHOUSE LTD,Industrials,Equity,0.0002,Japan,JPY
,CIMPRESS PLC,Industrials,Equity,0.0002,United States,USD
,PARAMOUNT RESOURCE LTD CLASS A,Energy,Equity,0.0002,Canada,CAD
,MESOBLAST LTD,Health Care,Equity,0.0002,Australia,AUD
,WACKER CHEMIE AG,Materials,Equity,0.0002,Germany,EUR
,COMSTOCK RESOURCES INC,Energy,Equity,0.0002,United States,USD
,YH DIMRI CONSTRUCTION AND DEVELOPM,Real Estate,Equity,0.0002,Israel,ILS
,PDF SOLUTIONS INC,Information Technology,Equity,0.0002,United States,USD
,FRENI BREMBO NV,Consumer Discretionary,Equity,0.0002,Italy,EUR
,SAN IN GODO BANK LTD,Financials,Equity,0.0002,Japan,JPY
,LENDLEASE GROUP STAPLED UNITS,Real Estate,Equity,0.0002,Australia,AUD
,EUROPRIS,Consumer Discretionary,Equity,0.0002,Norway,NOK
,EXPRO GROUP HOLDINGS NV,Energy,Equity,0.0002,United States,USD
,SAVILLS PLC,Real Estate,Equity,0.0002,United Kingdom,GBP
,DORAL GROUP RENEWABLE ENERGY RESOU,Utilities,Equity,0.0002,Israel,ILS
,VISTRY GROUP PLC,Consumer Discretionary,Equity,0.0002,United Kingdom,GBP
,G III APPAREL GROUP LTD,Consumer Discretionary,Equity,0.0002,United States,USD
,CLEARWAY ENERGY INC CLASS A,Utilities,Equity,0.0002,United States,USD
,TAKARA HOLDINGS INC,Consumer Staples,Equity,0.0002,Japan,JPY
,VIRIDIEN SA,Energy,Equity,0.0002,France,EUR
,KS HOLDINGS CORP,Consumer Discretionary,Equity,0.0002,Japan,JPY
,DENKA CO LTD,Materials,Equity,0.0002,Japan,JPY
,ABRASILVER RESOURCE CORP,Materials,Equity,0.0002,Canada,CAD
,PERRIGO PLC,Health Care,Equity,0.0002,United States,USD
,SEZZLE INC,Financials,Equity,0.0002,United States,USD
,FIREFLY AEROSPACE INC,Industrials,Equity,0.0002,United States,USD
,KINNEVIK CLASS B,Financials,Equity,0.0002,Sweden,SEK
,MIZUHO LEASING LIMITED LTD,Financials,Equity,0.0002,Japan,JPY
,FIRSTGROUP PLC,Industrials,Equity,0.0002,United Kingdom,GBP
,KOBAYASHI PHARMACEUTICAL LTD,Consumer Staples,Equity,0.0002,Japan,JPY
,WEBUILD,Industrials,Equity,0.0002,Italy,EUR
,PROGYNY INC,Health Care,Equity,0.0002,United States,USD
,OCADO GROUP PLC,Consumer Staples,Equity,0.0002,United Kingdom,GBP
,BAUSCH HEALTH COMPANIES INC,Health Care,Equity,0.0002,Canada,CAD
,SUNDRUG LTD,Consumer Staples,Equity,0.0002,Japan,JPY
,NEWAMSTERDAM PHARMA NV,Health Care,Equity,0.0002,United States,USD
,INNOVIVA INC,Health Care,Equity,0.0002,United States,USD
,TOKUYAMA CORP,Materials,Equity,0.0002,Japan,JPY
,FIRST RESOURCES LTD,Consumer Staples,Equity,0.0002,Singapore,SGD
,SYLVAMO CORP,Materials,Equity,0.0002,United States,USD
,LANXESS AG,Materials,Equity,0.0002,Germany,EUR
,PAYMENTUS HOLDINGS INC CLASS A,Financials,Equity,0.0002,United States,USD
,ESR REAL ESTATE INVESTMENT TRUST U,Real Estate,Equity,0.0002,Singapore,SGD
,CBIZ INC,Industrials,Equity,0.0002,United States,USD
,DORIAN LPG LTD,Energy,Equity,0.0002,United States,USD
,DIASORIN,Health Care,Equity,0.0002,Italy,EUR
,AWA BANK LTD,Financials,Equity,0.0002,Japan,JPY
,TAMBURI INVESTMENT PARTNERS,Financials,Equity,0.0002,Italy,EUR
,NAPCO SECURITY TECHNOLOGIES INC,Information Technology,Equity,0.0002,United States,USD
,ALTUS GROUP LTD,Real Estate,Equity,0.0002,Canada,CAD
,INSPIRE MEDICAL SYSTEMS INC,Health Care,Equity,0.0002,United States,USD
,SHAPIR ENGINEERING AND INDUSTRY LT,Industrials,Equity,0.0002,Israel,ILS
,RESORT TRUST INC,Consumer Discretionary,Equity,0.0002,Japan,JPY
,GREENBRIER INC,Industrials,Equity,0.0002,United States,USD
,LEGGETT & PLATT INC,Consumer Discretionary,Equity,0.0002,United States,USD
,LIVE OAK BANCSHARES INC,Financials,Equity,0.0002,United States,USD
,UNITED STATES LIME AND MINERALS IN,Materials,Equity,0.0002,United States,USD
,UFP TECHNOLOGIES INC,Health Care,Equity,0.0002,United States,USD
,ARLO TECHNOLOGIES INC,Information Technology,Equity,0.0002,United States,USD
,SHAEFFLER N AG,Consumer Discretionary,Equity,0.0002,Germany,EUR
,IPSOS SA,Communication Services,Equity,0.0002,France,EUR
,GOLDEN AGRI RESOURCES LTD,Consumer Staples,Equity,0.0002,Singapore,SGD
,NIPPON LIGHT METAL HOLDINGS LTD,Materials,Equity,0.0002,Japan,JPY
,ASTRANA HEALTH INC,Health Care,Equity,0.0001,United States,USD
,DRAEGERWERK PREF AG,Health Care,Equity,0.0001,Germany,EUR
,ENVIRI CORP,Industrials,Equity,0.0001,United States,USD
,NAMURA SHIPBUILDING LTD,Industrials,Equity,0.0001,Japan,JPY
,NICKEL INDUSTRIES LTD,Materials,Equity,0.0001,Australia,AUD
,APOLLO COMMERCIAL REAL ESTATE FINA,Financials,Equity,0.0001,United States,USD
,TAIKISHA LTD,Industrials,Equity,0.0001,Japan,JPY
,HARMONY BIOSCIENCES HLDG INC,Health Care,Equity,0.0001,United States,USD
,S AND T BANCORP INC,Financials,Equity,0.0001,United States,USD
,YPSOMED HOLDING AG,Health Care,Equity,0.0001,Switzerland,CHF
,YOSHINOYA HOLDINGS LTD,Consumer Discretionary,Equity,0.0001,Japan,JPY
,SALZGITTER AG,Materials,Equity,0.0001,Germany,EUR
,CLARKSON PLC,Industrials,Equity,0.0001,United Kingdom,GBP
,TRUMP MEDIA TECHNOLOGY GROUP CORP,Communication Services,Equity,0.0001,United States,USD
,RELO GROUP INC,Real Estate,Equity,0.0001,Japan,JPY
,CADELER,Industrials,Equity,0.0001,Norway,NOK
,INTELLIA THERAPEUTICS INC,Health Care,Equity,0.0001,United States,USD
,AICHI FINANCIAL GROUP INC,Financials,Equity,0.0001,Japan,JPY
,V2X INC,Industrials,Equity,0.0001,United States,USD
,CAREL,Industrials,Equity,0.0001,Italy,EUR
,AMANO CORP,Information Technology,Equity,0.0001,Japan,JPY
,STORSKOGEN GROUP CLASS B,Industrials,Equity,0.0001,Sweden,SEK
,STADLER RAIL AG,Industrials,Equity,0.0001,Switzerland,CHF
,AMNEAL PHARMACEUTICALS INC CLASS A,Health Care,Equity,0.0001,United States,USD
,COLONIAL SFL SOCIMI SA,Real Estate,Equity,0.0001,Spain,EUR
,TSUMURA,Health Care,Equity,0.0001,Japan,JPY
,OFG BANCORP,Financials,Equity,0.0001,United States,USD
,KANADEVIA CORP,Industrials,Equity,0.0001,Japan,JPY
,FLIGHT CENTRE TRAVEL GROUP LTD,Consumer Discretionary,Equity,0.0001,Australia,AUD
,YAMADA HOLDINGS LTD,Consumer Discretionary,Equity,0.0001,Japan,JPY
,INNOVATIVE INDUSTRIAL PROPERTIES I,Real Estate,Equity,0.0001,United States,USD
,FAGRON NV,Health Care,Equity,0.0001,Belgium,EUR
,TOMY LTD,Consumer Discretionary,Equity,0.0001,Japan,JPY
,TENNANT,Industrials,Equity,0.0001,United States,USD
,EZCORP NON VOTING INC CLASS A,Financials,Equity,0.0001,United States,USD
,WORTHINGTON STEEL INC,Materials,Equity,0.0001,United States,USD
,NIPPON KAYAKU LTD,Materials,Equity,0.0001,Japan,JPY
,CONSTRUCCIONES Y AUXILIAR DE FERRO,Industrials,Equity,0.0001,Spain,EUR
,MAGELLAN FINANCIAL GROUP LTD,Financials,Equity,0.0001,Australia,AUD
,SIRIUSPOINT LTD,Financials,Equity,0.0001,United States,USD
,BASIC-FIT NV,Consumer Discretionary,Equity,0.0001,Netherlands,EUR
,SELECT WATER SOLUTIONS INC CLASS A,Energy,Equity,0.0001,United States,USD
,FRESH DEL MONTE PRODUCE INC,Consumer Staples,Equity,0.0001,United States,USD
,TOHO HOLDINGS LTD,Health Care,Equity,0.0001,Japan,JPY
,PLAYTECH PLC,Consumer Discretionary,Equity,0.0001,United Kingdom,GBP
,EL AL ISRAEL AIRLINES LTD,Industrials,Equity,0.0001,Israel,ILS
,CMB.TECH NV,Energy,Equity,0.0001,Belgium,EUR
,PROPETRO HOLDING CORP,Energy,Equity,0.0001,United States,USD
,ELECTROLUX CLASS B,Consumer Discretionary,Equity,0.0001,Sweden,SEK
,COMFORIA RESIDENTIAL REIT INC,Real Estate,Equity,0.0001,Japan,JPY
,SHIKOKU ELECTRIC POWER INC,Utilities,Equity,0.0001,Japan,JPY
,FIRST COMMONWEALTH FINANCIAL CORP,Financials,Equity,0.0001,United States,USD
,SEINO HOLDINGS LTD,Industrials,Equity,0.0001,Japan,JPY
,LUMO HOMES,Real Estate,Equity,0.0001,Finland,EUR
,FRESHWORKS INC CLASS A,Information Technology,Equity,0.0001,United States,USD
,COASTAL FINANCIAL CORP,Financials,Equity,0.0001,United States,USD
,AUTOSTORE HOLDINGS LTD,Industrials,Equity,0.0001,Norway,NOK
,TRIUMPH FINANCIAL INC,Financials,Equity,0.0001,United States,USD
,SKYWATER TECHNOLOGY INC,Information Technology,Equity,0.0001,United States,USD
,ADVANTAGE ENERGY LTD,Energy,Equity,0.0001,Canada,CAD
,ZEON JAPAN CORP,Materials,Equity,0.0001,Japan,JPY
,DOUBLEVERIFY HOLDINGS INC,Communication Services,Equity,0.0001,United States,USD
,TIC SOLUTIONS INC,Industrials,Equity,0.0001,United States,USD
,WOLVERINE WORLD WIDE INC,Consumer Discretionary,Equity,0.0001,United States,USD
,SCANDIC HOTELS GROUP,Consumer Discretionary,Equity,0.0001,Sweden,SEK
,NPK INTERNATIONAL INC,Industrials,Equity,0.0001,United States,USD
,DFI RETAIL GROUP HOLDINGS LTD,Consumer Staples,Equity,0.0001,Hong Kong,USD
,HORACE MANN EDUCATORS CORP,Financials,Equity,0.0001,United States,USD
,CVS GROUP PLC,Health Care,Equity,0.0001,United Kingdom,GBP
,FIELMANN GROUP AG,Consumer Discretionary,Equity,0.0001,Germany,EUR
,MONTEA NV,Real Estate,Equity,0.0001,Belgium,EUR
,DUNELM GROUP PLC,Consumer Discretionary,Equity,0.0001,United Kingdom,GBP
,KINIKSA PHARMACEUTICALS INTERNATIO,Health Care,Equity,0.0001,United States,USD
,OSTERREICHISCHE POST AG,Industrials,Equity,0.0001,Austria,EUR
,ELLINGTON FINANCIAL INC,Financials,Equity,0.0001,United States,USD
,PROG HOLDINGS INC,Financials,Equity,0.0001,United States,USD
,ARCS LTD,Consumer Staples,Equity,0.0001,Japan,JPY
,HUSQVARNA,Industrials,Equity,0.0001,Sweden,SEK
,CAPITALAND ASCOTT STAPLED UNIT TRU,Real Estate,Equity,0.0001,Singapore,SGD
,ALIMAK GROUP,Industrials,Equity,0.0001,Sweden,SEK
